periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Estimated Number of Pregnant Women,Population 10-14 Year-Old Girls,Women of childbearing age (15–49yrs),uid_code,uid_year,,,,
2020,2020,2020,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,20752,,157257,202001_uepLTG8wGWJ,2020_uepLTG8wGWJ,,,,
2020,2020,2020,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,64956,,735746,202001_qKzosKQPl6G,2020_qKzosKQPl6G,,,,
2020,2020,2020,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,39192,,307797,202001_sPkRcDvhGWA,2020_sPkRcDvhGWA,,,,
2020,2020,2020,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,33688,,289014,202001_j8o6iO4Njsi,2020_j8o6iO4Njsi,,,,
2020,2020,2020,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,23474,,236176,202001_BoDytkJQ4Qi,2020_BoDytkJQ4Qi,,,,
2020,2020,2020,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,11620,,100458,202001_T4urHM47nlm,2020_T4urHM47nlm,,,,
2020,2020,2020,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,27781,,236122,202001_ihZsJ8alvtb,2020_ihZsJ8alvtb,,,,
2020,2020,2020,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13328,,77085,202001_JsH2bnvNt2d,2020_JsH2bnvNt2d,,,,
2020,2020,2020,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,38932,,364746,202001_wsBsC6gjHvn,2020_wsBsC6gjHvn,,,,
2020,2020,2020,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,40974,,300526,202001_tAbBVBbueqD,2020_tAbBVBbueqD,,,,
2020,2020,2020,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,59820,,408267,202001_KGHhQ5GLd4k,2020_KGHhQ5GLd4k,,,,
2020,2020,2020,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,53381,,371641,202001_nrI2khZx3d0,2020_nrI2khZx3d0,,,,
2020,2020,2020,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,22791,,156691,202001_vvOK1BxTbet,2020_vvOK1BxTbet,,,,
2020,2020,2020,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,27782,,223603,202001_HMNARUV2CW4,2020_HMNARUV2CW4,,,,
2020,2020,2020,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9474,906,84884,202001_QyGNX2DpR4h,2020_QyGNX2DpR4h,,,,
2020,2020,2020,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,42381,,405847.2,202001_Y52XNJ50hYb,2020_Y52XNJ50hYb,,,,
2020,2020,2020,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4847,,33620,202001_NjWSbQTwys4,2020_NjWSbQTwys4,,,,
2020,2020,2020,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,39907,,278143,202001_nK0A12Q7MvS,2020_nK0A12Q7MvS,,,,
2020,2020,2020,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,34152,,381541,202001_yhCUgGcCcOo,2020_yhCUgGcCcOo,,,,
2020,2020,2020,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,17220,,195081,202001_ptWVfaCIdVx,2020_ptWVfaCIdVx,,,,
2020,2020,2020,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,15757,,104014,202001_Eey8fT4Im3y,2020_Eey8fT4Im3y,,,,
2020,2020,2020,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,43114,,273913,202001_uyOrcHZBpW0,2020_uyOrcHZBpW0,,,,
2021,2021,2021,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4996,,34653,202101_NjWSbQTwys4,2021_NjWSbQTwys4,,,,
2021,2021,2021,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,16981,,165389,202101_mYZacFNIB3h,2021_mYZacFNIB3h,,,,
2021,2021,2021,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,16249,,107258,202101_Eey8fT4Im3y,2021_Eey8fT4Im3y,,,,
2021,2021,2021,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,72018,,596904,202101_ob6SxuRcqU4,2021_ob6SxuRcqU4,,,,
2021,2021,2021,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,55161,,384018,202101_nrI2khZx3d0,2021_nrI2khZx3d0,,,,
2021,2021,2021,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,25998,,171563,202101_CeLsrJOH0g9,2021_CeLsrJOH0g9,,,,
2021,2021,2021,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,18046,,199333,202101_ptWVfaCIdVx,2021_ptWVfaCIdVx,,,,
2021,2021,2021,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,49028,9131,284700,202101_fVra3Pwta0Q,2021_fVra3Pwta0Q,,,,
2021,2021,2021,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15929,,163334,202101_PFu8alU2KWG,2021_PFu8alU2KWG,,,,
2021,2021,2021,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,40076,,375462,202101_wsBsC6gjHvn,2021_wsBsC6gjHvn,,,,
2021,2021,2021,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,61766,,421554,202101_KGHhQ5GLd4k,2021_KGHhQ5GLd4k,,,,
2021,2021,2021,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,46921,,274450,202101_kqJ83J2D72s,2021_kqJ83J2D72s,,,,
2021,2021,2021,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13066,,81471,202101_JsH2bnvNt2d,2021_JsH2bnvNt2d,,,,
2021,2021,2021,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,32553,,253335,202101_mThvosEflAU,2021_mThvosEflAU,,,,
2021,2021,2021,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,34604,,296857,202101_j8o6iO4Njsi,2021_j8o6iO4Njsi,,,,
2021,2021,2021,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,66554,9131,753869,202101_qKzosKQPl6G,2021_qKzosKQPl6G,,,,
2021,2021,2021,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,28561,,242748,202101_ihZsJ8alvtb,2021_ihZsJ8alvtb,,,,
2021,2021,2021,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,13920,,169417,202101_Ulj33KBau7V,2021_Ulj33KBau7V,,,,
2021,2021,2021,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,12769,12031,70508,202101_o36zCRjSd4G,2021_o36zCRjSd4G,,,,
2021,2021,2021,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,44334,,281989,202101_uyOrcHZBpW0,2021_uyOrcHZBpW0,,,,
2021,2021,2021,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,41191,,287099,202101_nK0A12Q7MvS,2021_nK0A12Q7MvS,,,,
2021,2021,2021,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,48842,102247,415166,202101_Y52XNJ50hYb,2021_Y52XNJ50hYb,,,,
2021,2021,2021,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,17461,,132703,202101_xuFdFy6t9AH,2021_xuFdFy6t9AH,,,,
2021,2021,2021,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,23508,,161588,202101_vvOK1BxTbet,2021_vvOK1BxTbet,,,,
2021,2021,2021,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,31804,,183772,202101_R6f9znhg37c,2021_R6f9znhg37c,,,,
2021,2021,2021,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,19468,,147701,202101_sANMZ3lpqGs,2021_sANMZ3lpqGs,,,,
2021,2021,2021,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,159248,,1509941,202101_jkG3zaihdSs,2021_jkG3zaihdSs,,,,
2021,2021,2021,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,30563,,145414,202101_XWALbfAPa6n,2021_XWALbfAPa6n,,,,
2021,2021,2021,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,34905,,389967,202101_yhCUgGcCcOo,2021_yhCUgGcCcOo,,,,
2021,2021,2021,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9716,,87050,202101_QyGNX2DpR4h,2021_QyGNX2DpR4h,,,,
2021,2021,2021,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,36124,,221679,202101_N7YETT3A9r1,2021_N7YETT3A9r1,,,,
2021,2021,2021,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,39891,,319931,202101_tAbBVBbueqD,2021_tAbBVBbueqD,,,,
2021,2021,2021,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,40301,,316508,202101_sPkRcDvhGWA,2021_sPkRcDvhGWA,,,,
2021,2021,2021,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,28589,,230087,202101_HMNARUV2CW4,2021_HMNARUV2CW4,,,,
2021,2021,2021,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,11933,,104605,202101_T4urHM47nlm,2021_T4urHM47nlm,,,,
2021,2021,2021,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,17111,,114604,202101_MqnLxQBigG0,2021_MqnLxQBigG0,,,,
2021,2021,2021,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,42055,,224764,202101_kphDeKClFch,2021_kphDeKClFch,,,,
2021,2021,2021,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,21312,,162477,202101_uepLTG8wGWJ,2021_uepLTG8wGWJ,,,,
2021,2021,2021,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7923,,64544,202101_bzOfj0iwfDH,2021_bzOfj0iwfDH,,,,
2021,2021,2021,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,26929,,262052,202101_ahwTMNAJvrL,2021_ahwTMNAJvrL,,,,
2021,2021,2021,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,32366,17370,217796,202101_u4t9H8XyU9P,2021_u4t9H8XyU9P,,,,
2021,2021,2021,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,24031,,239352,202101_BoDytkJQ4Qi,2021_BoDytkJQ4Qi,,,,
2021,2021,2021,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,39573,,322477,202101_Hsk1YV8kHkT,2021_Hsk1YV8kHkT,,,,
2021,2021,2021,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,39030,,336512,202101_pZqQRRW7PHP,2021_pZqQRRW7PHP,,,,
2021,2021,2021,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,29517,,230672,202101_Tvf1zgVZ0K4,2021_Tvf1zgVZ0K4,,,,
2021,2021,2021,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,26090,,233251,202101_t0J75eHKxz5,2021_t0J75eHKxz5,,,,
2021,2021,2021,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,65019,,474984,202101_BjC1xL40gHo,2021_BjC1xL40gHo,,,,
2022,2022,2022,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7027,19170,64295,202201_bzOfj0iwfDH,2022_bzOfj0iwfDH,,,,
2022,2022,2022,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,32821,75875,189732,202201_R6f9znhg37c,2022_R6f9znhg37c,,,,
2022,2022,2022,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,17668,34929,118538,202201_MqnLxQBigG0,2022_MqnLxQBigG0,,,,
2022,2022,2022,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,43837,73040,233864,202201_kphDeKClFch,2022_kphDeKClFch,,,,
2022,2022,2022,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,19810,46541,152137,202201_sANMZ3lpqGs,2022_sANMZ3lpqGs,,,,
2022,2022,2022,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,17996,34056,136771,202201_xuFdFy6t9AH,2022_xuFdFy6t9AH,,,,
2022,2022,2022,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,40323,51711,191827,202201_XWALbfAPa6n,2022_XWALbfAPa6n,,,,
2022,2022,2022,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,164489,206720,1559652,202201_jkG3zaihdSs,2022_jkG3zaihdSs,,,,
2022,2022,2022,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,40853,69814,332902,202201_Hsk1YV8kHkT,2022_Hsk1YV8kHkT,,,,
2022,2022,2022,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,42558,90271,296631,202201_nK0A12Q7MvS,2022_nK0A12Q7MvS,,,,
2022,2022,2022,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,40227,78158,346824,202201_pZqQRRW7PHP,2022_pZqQRRW7PHP,,,,
2022,2022,2022,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,67466,156538,489639,202201_BjC1xL40gHo,2022_BjC1xL40gHo,,,,
2022,2022,2022,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,30407,74488,237629,202201_Tvf1zgVZ0K4,2022_Tvf1zgVZ0K4,,,,
2022,2022,2022,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,26798,65726,239584,202201_t0J75eHKxz5,2022_t0J75eHKxz5,,,,
2022,2022,2022,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,24263,52440,166778,202201_vvOK1BxTbet,2022_vvOK1BxTbet,,,,
2022,2022,2022,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,16323,35157,167305,202201_PFu8alU2KWG,2022_PFu8alU2KWG,,,,
2022,2022,2022,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,33361,79527,224279,202201_u4t9H8XyU9P,2022_u4t9H8XyU9P,,,,
2022,2022,2022,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,35699,85997,398842,202201_yhCUgGcCcOo,2022_yhCUgGcCcOo,,,,
2022,2022,2022,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,33531,78889,260938,202201_mThvosEflAU,2022_mThvosEflAU,,,,
2022,2022,2022,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,6810,9553,47985,202201_NjWSbQTwys4,2022_NjWSbQTwys4,,,,
2022,2022,2022,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,11813,24735,84509,202201_JsH2bnvNt2d,2022_JsH2bnvNt2d,,,,
2022,2022,2022,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,57052,110718,397205,202201_nrI2khZx3d0,2022_nrI2khZx3d0,,,,
2022,2022,2022,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,41476,103035,325741,202201_sPkRcDvhGWA,2022_sPkRcDvhGWA,,,,
2022,2022,2022,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,29444,69327,236968,202201_HMNARUV2CW4,2022_HMNARUV2CW4,,,,
2022,2022,2022,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12207,23443,107522,202201_T4urHM47nlm,2022_T4urHM47nlm,,,,
2022,2022,2022,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,37480,45064,230002,202201_N7YETT3A9r1,2022_N7YETT3A9r1,,,,
2022,2022,2022,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,43838,60702,281124,202201_uyOrcHZBpW0,2022_uyOrcHZBpW0,,,,
2022,2022,2022,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,41290,61964,386832,202201_wsBsC6gjHvn,2022_wsBsC6gjHvn,,,,
2022,2022,2022,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,63918,143304,435684,202201_KGHhQ5GLd4k,2022_KGHhQ5GLd4k,,,,
2022,2022,2022,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,16770,35706,110709,202201_Eey8fT4Im3y,2022_Eey8fT4Im3y,,,,
2022,2022,2022,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,17327,42140,169453,202201_mYZacFNIB3h,2022_mYZacFNIB3h,,,,
2022,2022,2022,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,35572,90613,305160,202201_j8o6iO4Njsi,2022_j8o6iO4Njsi,,,,
2022,2022,2022,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,22511,49030,165523,202201_uepLTG8wGWJ,2022_uepLTG8wGWJ,,,,
2022,2022,2022,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,68245,120113,773013,202201_qKzosKQPl6G,2022_qKzosKQPl6G,,,,
2022,2022,2022,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,18431,39160,203603,202201_ptWVfaCIdVx,2022_ptWVfaCIdVx,,,,
2022,2022,2022,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,24985,70435,243688,202201_BoDytkJQ4Qi,2022_BoDytkJQ4Qi,,,,
2022,2022,2022,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,48586,104894,425914,202201_Y52XNJ50hYb,2022_Y52XNJ50hYb,,,,
2022,2022,2022,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,48641,94873,284507,202201_kqJ83J2D72s,2022_kqJ83J2D72s,,,,
2022,2022,2022,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,26568,62160,175606,202201_CeLsrJOH0g9,2022_CeLsrJOH0g9,,,,
2022,2022,2022,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,43362,87942,319403,202201_tAbBVBbueqD,2022_tAbBVBbueqD,,,,
2022,2022,2022,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9970,20704,89340,202201_QyGNX2DpR4h,2022_QyGNX2DpR4h,,,,
2022,2022,2022,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,29426,66141,249744,202201_ihZsJ8alvtb,2022_ihZsJ8alvtb,,,,
2022,2022,2022,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,14217,31646,173020,202201_Ulj33KBau7V,2022_Ulj33KBau7V,,,,
2022,2022,2022,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,13153,25829,72624,202201_o36zCRjSd4G,2022_o36zCRjSd4G,,,,
2022,2022,2022,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,26954,60473,268742,202201_ahwTMNAJvrL,2022_ahwTMNAJvrL,,,,
2022,2022,2022,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,76232,144803,614955,202201_ob6SxuRcqU4,2022_ob6SxuRcqU4,,,,
2022,2022,2022,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,51013,97344,292922,202201_fVra3Pwta0Q,2022_fVra3Pwta0Q,,,,
2023,2023,2023,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,18312,23141,122616,202301_MqnLxQBigG0,2023_MqnLxQBigG0,,,,
2023,2023,2023,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,18558,36412,140948,202301_xuFdFy6t9AH,2023_xuFdFy6t9AH,,,,
2023,2023,2023,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,27562,302,245961,202301_t0J75eHKxz5,2023_t0J75eHKxz5,,,,
2023,2023,2023,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,45536,89938,243652,202301_kphDeKClFch,2023_kphDeKClFch,,,,
2023,2023,2023,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,34519,70011,268831,202301_mThvosEflAU,2023_mThvosEflAU,,,,
2023,2023,2023,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,42177,393,343753,202301_Hsk1YV8kHkT,2023_Hsk1YV8kHkT,,,,
2023,2023,2023,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7215,18165,65984,202301_bzOfj0iwfDH,2023_bzOfj0iwfDH,,,,
2023,2023,2023,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,14517,13461,176659,202301_Ulj33KBau7V,2023_Ulj33KBau7V,,,,
2023,2023,2023,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,13548,22414,74802,202301_o36zCRjSd4G,2023_o36zCRjSd4G,,,,
2023,2023,2023,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,34348,59055,230974,202301_u4t9H8XyU9P,2023_u4t9H8XyU9P,,,,
2023,2023,2023,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,41501,27222,357395,202301_pZqQRRW7PHP,2023_pZqQRRW7PHP,,,,
2023,2023,2023,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,31336,17517,244885,202301_Tvf1zgVZ0K4,2023_Tvf1zgVZ0K4,,,,
2023,2023,2023,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,5312,249,37530,202301_NjWSbQTwys4,2023_NjWSbQTwys4,,,,
2023,2023,2023,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,33916,329,196171,202301_R6f9znhg37c,2023_R6f9znhg37c,,,,
2023,2023,2023,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,17291,16824,114182,202301_Eey8fT4Im3y,2023_Eey8fT4Im3y,,,,
2023,2023,2023,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,30324,17625,244215,202301_HMNARUV2CW4,2023_HMNARUV2CW4,,,,
2023,2023,2023,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,25054,48424,172072,202301_vvOK1BxTbet,2023_vvOK1BxTbet,,,,
2023,2023,2023,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,36532,20252,409045,202301_yhCUgGcCcOo,2023_yhCUgGcCcOo,,,,
2023,2023,2023,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,44060,78283,305970,202301_nK0A12Q7MvS,2023_nK0A12Q7MvS,,,,
2023,2023,2023,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,14003,8842,90253,202301_JsH2bnvNt2d,2023_JsH2bnvNt2d,,,,
2023,2023,2023,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,59071,95767,410902,202301_nrI2khZx3d0,2023_nrI2khZx3d0,,,,
2023,2023,2023,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,18894,25932,208093,202301_ptWVfaCIdVx,2023_ptWVfaCIdVx,,,,
2023,2023,2023,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,38922,292,238462,202301_N7YETT3A9r1,2023_N7YETT3A9r1,,,,
2023,2023,2023,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,16723,36794,171428,202301_PFu8alU2KWG,2023_PFu8alU2KWG,,,,
2023,2023,2023,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12617,21431,110485,202301_T4urHM47nlm,2023_T4urHM47nlm,,,,
2023,2023,2023,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,42620,51074,335068,202301_sPkRcDvhGWA,2023_sPkRcDvhGWA,,,,
2023,2023,2023,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,70141,101836,792314,202301_qKzosKQPl6G,2023_qKzosKQPl6G,,,,
2023,2023,2023,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,36551,95185,313859,202301_j8o6iO4Njsi,2023_j8o6iO4Njsi,,,,
2023,2023,2023,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,23226,43554,170771,202301_uepLTG8wGWJ,2023_uepLTG8wGWJ,,,,
2023,2023,2023,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,42546,436,398575,202301_wsBsC6gjHvn,2023_wsBsC6gjHvn,,,,
2023,2023,2023,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,47112,61708,299366,202301_uyOrcHZBpW0,2023_uyOrcHZBpW0,,,,
2023,2023,2023,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,44754,38917,329471,202301_tAbBVBbueqD,2023_tAbBVBbueqD,,,,
2023,2023,2023,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,66192,94767,450225,202301_KGHhQ5GLd4k,2023_KGHhQ5GLd4k,,,,
2023,2023,2023,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,30303,52959,257244,202301_ihZsJ8alvtb,2023_ihZsJ8alvtb,,,,
2023,2023,2023,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,25622,14949,247612,202301_BoDytkJQ4Qi,2023_BoDytkJQ4Qi,,,,
2023,2023,2023,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,10234,93,91777,202301_QyGNX2DpR4h,2023_QyGNX2DpR4h,,,,
2023,2023,2023,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,45648,11400,437724,202301_Y52XNJ50hYb,2023_Y52XNJ50hYb,,,,
2023,2023,2023,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,17856,1493,173725,202301_mYZacFNIB3h,2023_mYZacFNIB3h,,,,
