periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,pills_combined_oral_contraceptive_stock_losses,pills_combined_oral_contraceptive_stock_dispensed,pills_combined_oral_contraceptive_stock_at_hand,pills_combined_oral_contraceptive_stock_requested,pills_combined_oral_contraceptive_stock_received,pills_emergency_pill_stock_losses,pills_emergency_pill_stock_dispensed,pills_emergency_pill_stock_at_hand,pills_emergency_pill_stock_requested,pills_emergency_pill_stock_received,pills_progestin_only_pills_stock_losses,pills_progestin_only_pills_stock_dispensed,pills_progestin_only_pills_stock_at_hand,pills_progestin_only_pills_stock_requested,pills_progestin_only_pills_stock_received,condoms_female_condom_stock_losses,condoms_female_condom_stock_dispensed,condoms_female_condom_stock_at_hand,condoms_female_condom_stock_requested,condoms_female_condom_stock_received,condoms_male_condom_stock_losses,condoms_male_condom_stock_dispensed,condoms_male_condom_stock_at_hand,condoms_male_condom_stock_requested,condoms_male_condom_stock_received,injectables_stock_losses,injectables_stock_dispensed,injectables_stock_at_hand,injectables_stock_requested,injectables_stock_received,implants_stock_losses,implants_stock_dispensed,implants_stock_at_hand,implants_stock_requested,implants_stock_received,iud_stock_losses,iud_stock_dispensed,iud_stock_at_hand,iud_stock_requested,iud_stock_received
201404,14-Apr,201404,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,0,5728,46036,4768,1459,0,47,7899,666,10,0,250,809,2957,114,0,0,0,0,0,0,0,0,0,0,0,6660,104346,15026,1530,0,223,1670,245,30,1,253,1445,368,30
201404,14-Apr,201404,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,0,8,58,180,0,0,0,50,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,59,500,50,0,6,14,70,20,0,0,0,20,0
201404,14-Apr,201404,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,17,241,3542,100,0,0,0,23,360,0,0,53,1335,110,0,0,0,0,0,0,0,0,0,0,0,0,396,9016,100,1100,1,151,1719,100,0,0,20,78,220,0
201404,14-Apr,201404,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,135,149,2588,100,0,0,1,265,100,0,0,14,1136,400,0,0,0,0,0,0,0,0,0,0,0,5,942,2891,400,825,0,31,89,50,40,0,2,289,20,0
201404,14-Apr,201404,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,13,693,9289,1995,2,0,24,1095,185,0,0,65,2432,535,0,0,0,0,0,0,0,0,0,0,0,130,2472,18117,2250,1375,1,94,1224,250,53,1,7,444,25,0
201404,14-Apr,201404,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,0,0,290,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,691,0,0,0,2,63,0,0,0,0,87,0,0
201404,14-Apr,201404,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,3000,0,5000,0,0,0,0,0,0,0,0,0,0
201404,14-Apr,201404,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,0,2876,22422,2805,694,1,31,2270,385,0,3,285,3223,1817,163,0,0,0,0,0,0,0,0,0,0,305,3421,17986,3866,1417,4,111,3708,560,99,12,63,9664,234,51
201404,14-Apr,201404,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201404,14-Apr,201404,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,0,462,5565,430,7559,0,10,193,210,0,0,96,3333,40,65,0,0,0,0,0,0,0,0,0,0,0,2286,10466,1245,12350,0,97,441,189,580,0,38,648,535,11
201404,14-Apr,201404,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,0,71,9834,100,0,0,4,2102,100,0,0,12,2148,120,0,0,0,0,0,0,0,0,0,0,0,0,642,10086,2100,3850,0,230,1978,1150,1000,0,21,268,1060,0
201404,14-Apr,201404,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201404,14-Apr,201404,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,0,0,1294,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,116,126,0,0,0,2,0,0,0,0,0,0,0,0
201404,14-Apr,201404,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,0,224,4174,0,30,0,15,24,0,0,0,2,22,270,0,0,0,0,0,0,0,0,0,0,0,0,529,1414,779,600,0,39,1171,35,148,0,0,0,0,0
201404,14-Apr,201404,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,0,0,2304,0,0,0,0,0,2000,0,0,0,90,3000,0,0,0,0,0,0,0,0,0,0,0,0,300,11100,0,9100,0,0,550,0,200,0,0,840,0,0
201404,14-Apr,201404,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,0,3417,138070,7426,105624,23,1344,4288,2458,10,0,256,810,19960,15,0,0,0,0,0,0,0,0,0,0,2,12239,99058,8766,83347,4,1424,20475,6407,20915,6,660,1990,6608,236
201404,14-Apr,201404,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,6,2814,15196,2992,1275,0,129,1175,236,60,0,475,7713,765,330,0,0,0,0,0,0,0,0,0,0,4,2572,11163,4844,885,0,93,418,415,173,2,62,1928,145,20
201404,14-Apr,201404,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,0,108,10193,20,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,21,3050,0,0,41,13,3000,0,0,32,122,3000,0
201404,14-Apr,201404,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,0,1062,29332,1830,62,0,8,141,155,5,36,140,1307,510,0,0,0,0,0,0,0,0,0,0,0,0,2553,12037,3011,50,0,70,666,190,0,0,13,1237,15,0
201404,14-Apr,201404,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,0,11,1742,0,0,0,0,1385,0,0,0,1,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1420,600,0,0,3,58,10,0,0,0,0,0,0
201404,14-Apr,201404,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,0,187,5407,20,200,0,0,231,150,0,0,0,4843,120,0,0,0,0,0,0,0,0,0,0,0,0,135,6828,100,100,1,10,998,20,20,0,0,40,0,0
201404,14-Apr,201404,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,0,898,19749,371,75,0,0,1361,60,0,0,47,9192,570,0,0,0,0,0,0,0,0,0,0,0,17,2354,15193,615,2200,0,206,1252,501,384,0,26,1260,20,0
201404,14-Apr,201404,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,0,215,1894,0,0,0,4,0,50,0,0,13,131,0,0,0,0,0,0,0,0,0,0,0,0,0,321,3519,0,0,0,19,319,0,0,0,2,33,50,0
201404,14-Apr,201404,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,0,870,20291,2690,91,0,25,718,285,0,0,141,2900,657,0,0,0,0,0,0,0,0,0,0,0,6,3596,36634,3656,800,0,215,8938,923,120,1,18,1396,100,10
201404,14-Apr,201404,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,0,1,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,414,0,0,0,0,188,0,0,0,0,0,0,0
201504,15-Apr,201504,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,28,0,100,0,0,0,0,0,0,0,0,0,0
201504,15-Apr,201504,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,0,360,404,756,150,0,0,1,30,0,0,71,193,350,234,0,0,0,0,0,0,0,0,0,0,0,453,159,1088,300,0,51,168,40,10,0,34,303,60,5
201504,15-Apr,201504,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,0,4243,2927,230,0,0,6,0,300,0,0,1624,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,7641,5570,0,5400,0,573,2018,5,0,0,106,188,6,100
201504,15-Apr,201504,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,0,1,1508,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,0,0,18,0,0,0,0,0,0,0
201504,15-Apr,201504,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,0,1080,16290,0,0,0,0,0,3000,0,0,120,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,750,11625,0,0,0,346,7199,6000,0,0,0,0,400,0
201504,15-Apr,201504,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,0,0,0,0,0,0,0,0,100,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,3,20,20,0,0,0,0,150,0,0,0,0,150,0
201504,15-Apr,201504,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,0,6,406,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,336,0,0,0,0,0,10,0,0,0,16,0,0
201504,15-Apr,201504,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,0,0,0,0,0,0,0,0,0,0,0,0,240,0,240,0,0,0,0,0,0,0,0,0,0,0,400,2250,0,0,0,320,1028,0,320,0,100,300,0,0
201504,15-Apr,201504,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201504,15-Apr,201504,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,0,61,2437,270,0,0,1,16,70,0,0,5,1138,50,20,0,0,0,0,0,0,0,0,0,0,1,509,915,675,375,0,138,178,135,80,0,8,471,0,0
201504,15-Apr,201504,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,0,0,0,0,0,0,0,350,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,100,0,0,0,0,0,0,0,0,0,0,0
201504,15-Apr,201504,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,0,0,0,250,0,0,0,0,250,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201504,15-Apr,201504,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,0,390,3070,0,1680,0,177,95,300,0,0,760,960,500,0,0,0,0,0,0,0,0,0,0,0,0,5400,15100,15000,16000,0,394,1569,2000,1024,0,20,674,0,0
201504,15-Apr,201504,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,0,294,1716,0,0,0,0,0,200,0,0,390,690,1650,0,0,0,0,0,0,0,0,0,0,0,0,675,3550,500,0,0,15,91,0,0,0,0,148,0,0
201504,15-Apr,201504,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,0,317,10702,0,910,0,0,567,100,105,0,35,22821,0,530,0,0,0,0,0,0,0,0,0,0,0,156,12777,0,402,0,18,956,10,1,0,0,30,10,50
201504,15-Apr,201504,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,4,6,1286,0,0,0,0,134,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,146,7480,0,0,2,84,3297,0,0,0,0,680,0,0
201504,15-Apr,201504,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,0,2502,39323,0,0,0,5,1,1200,0,0,1254,10266,2000,0,0,0,0,0,0,0,0,0,0,0,0,3900,16800,3500,0,0,208,2871,0,0,0,0,0,550,0
201504,15-Apr,201504,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,0,25,250,100,0,0,10,0,50,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,108,30,300,0,1,2,2,10,5,0,0,0,100,0
201504,15-Apr,201504,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,0,21,470,500,0,0,0,0,50,0,0,0,302,500,0,0,0,0,0,0,0,0,0,0,0,0,124,80,600,0,0,12,71,20,0,0,1,119,0,0
201504,15-Apr,201504,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,0,1,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201604,16-Apr,201604,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,0,2926,3466,7707,510,0,2,25,2110,20,0,481,407,1314,105,0,0,0,0,0,0,0,0,0,0,0,881,2968,966,2300,0,14,263,1,122,0,123,520,598,0
201604,16-Apr,201604,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,0,0,37170,0,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2000,0,2000,0,20,120,0,0,0,0,80,0,0
201604,16-Apr,201604,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,0,18,46,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201604,16-Apr,201604,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,0,2453,28394,20000,408,0,135,310,2200,0,0,907,6581,6000,0,0,0,0,0,0,0,0,0,0,0,0,1830,1560,6000,0,0,106,1228,0,0,0,92,783,1000,100
201604,16-Apr,201604,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,0,50,650,0,0,0,0,40,0,0,0,30,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,89,38235,0,1960,0,0,289,0,0
201604,16-Apr,201604,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,196,65,1039,650,0,0,0,96,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,646,6912,350,0,0,2,35,120,0,0,40,72,50,0
201604,16-Apr,201604,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,0,26,7873,250,0,0,0,91,50,0,0,0,5223,220,0,0,0,0,0,0,0,0,0,0,0,0,166,9629,200,150,0,12,928,60,0,0,0,132,10,0
201604,16-Apr,201604,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,0,300,2922,0,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,375,4550,0,0,0,30,570,0,0,0,0,2529,0,0
201604,16-Apr,201604,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,0,464,3723,1100,0,0,0,0,0,0,0,62,2209,200,0,0,0,0,0,0,0,0,0,0,0,0,740,4815,1000,1000,0,1272,534,200,168,0,55,245,200,0
201604,16-Apr,201604,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,0,540,5910,1200,0,0,0,0,2500,0,0,93,4818,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,21000,0,0,203,4341,400,0,0,45,352,550,0
201604,16-Apr,201604,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,20,88,185,30320,150,0,0,0,500,0,0,41,0,20290,15,0,0,0,0,0,0,0,0,0,0,0,5066,73071,0,100,0,291,9630,0,0,0,193,790,5000,0
201604,16-Apr,201604,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,60,255,8406,600,100,0,1,41,12,0,40,52,496,600,30,0,0,0,0,0,0,0,0,0,0,775,1517,10185,560,175,20,22,1067,560,442,11,2,722,0,22
201604,16-Apr,201604,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,1343,0,0,10000,0,0,0,0,5000,0,0,0,176,2000,0,0,0,0,0,0,0,0,0,0,0,0,86,2448,10000,0,0,59,941,5000,0,0,0,0,2200,0
201604,16-Apr,201604,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,0,50,81,0,0,0,0,0,0,0,0,40,165,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1325,0,0,0,41,1,0,0,0,180,276,0,0
201604,16-Apr,201604,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,0,1111,2877,1120,0,0,21,51,2100,0,0,38,6156,1000,0,0,0,0,0,0,0,0,0,0,0,0,6308,2759,9000,0,0,851,6470,0,968,0,18,159,100,0
201604,16-Apr,201604,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,0,170,2516,324,120,0,2,68,1000,70,0,146,126,372,120,0,0,0,0,0,0,0,0,0,0,0,198,692,223,350,0,1,221,0,0,0,1,0,50,0
201604,16-Apr,201604,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,0,63,2298,1020,0,0,0,0,600,0,0,0,285,1440,0,0,0,0,0,0,0,0,0,0,0,0,15,127,0,0,0,1,1189,0,0,0,0,166,500,0
201604,16-Apr,201604,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,0,6,17,100,0,0,0,0,100,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,4,200,0,0,0,2,0,10,0,0,14,0,0,0
201604,16-Apr,201604,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,0,450,5700,0,6000,0,0,400,0,400,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,100,800,3675,1125,0,0,50,529,0,288,0,0,100,0,0
201604,16-Apr,201604,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,0,36,132,0,0,0,0,0,200,0,0,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,42,75,0,100,0,15,54,0,0,0,4,15,0,0
201704,17-Apr,201704,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,0,0,0,2000,0,0,0,0,100,0,0,100,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,504,1372,2660,0,0,0,115,0,0
201704,17-Apr,201704,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,0,1560,2100,0,0,0,35,140,0,0,0,390,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,2303,5212,0,0,0,232,3024,0,0,0,25,686,0,0
201704,17-Apr,201704,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,0,0,0,0,0,0,0,293,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,46,0,0,0,0,100,0,0
201704,17-Apr,201704,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,0,635,2902,11780,70,0,14,23,420,0,0,166,6358,5100,0,0,0,0,0,0,0,0,0,0,0,0,2993,18400,4125,8600,0,894,6947,1346,2809,0,20,966,213,0
201704,17-Apr,201704,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,0,0,0,0,0,0,0,0,0,0,0,60,967,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,3175,0,2000,0,111,183,0,144,0,0,2,0,0
201704,17-Apr,201704,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,0,13,0,24000,0,0,0,0,4000,0,0,1573,3302,8740,0,0,0,0,0,0,0,0,0,0,0,0,5347,224796,7519,0,0,156,2568,4000,0,0,1,26,19050,0
201704,17-Apr,201704,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,0,0,0,4000,0,0,0,0,2000,0,0,200,7702,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,4400,20000,0,0,180,118,7920,0,0,0,0,2000,0
201704,17-Apr,201704,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,0,0,40,10600,40,0,0,0,700,0,0,0,570,600,0,0,0,0,0,0,0,0,0,0,0,0,700,0,20000,500,0,619,1197,7700,216,0,74,332,500,0
201704,17-Apr,201704,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,0,0,60,2000,0,0,0,0,0,0,0,0,403,200,0,0,0,0,0,0,0,0,0,0,0,0,0,136,600,0,0,26,22,600,0,0,0,564,0,0
201704,17-Apr,201704,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,0,1098,5427,20000,0,0,0,0,6800,0,0,569,3418,12600,0,0,0,0,0,0,0,0,0,0,0,0,4750,15730,25000,14600,0,321,996,2000,144,0,318,52,5400,0
201704,17-Apr,201704,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,825,0,0,0,5,35,0,0,0,0,0,0,0
201704,17-Apr,201704,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,720,660,780,10000,0,0,55,243,10000,0,0,111,2861,6000,0,0,0,0,0,0,0,0,0,0,0,0,400,2075,10000,1600,0,819,549,6000,288,0,93,37,1000,0
201704,17-Apr,201704,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,0,120,840,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1450,0,0,0,593,5701,0,3888,0,0,415,0,0
201704,17-Apr,201704,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,0,720,570,6440,0,0,5,790,2000,0,0,252,2012,2720,0,0,0,0,0,0,0,0,0,0,0,0,1125,13800,1000,0,0,77,3371,0,0,0,0,35,1000,0
201704,17-Apr,201704,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,0,0,0,0,0,0,0,0,0,0,0,200,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1950,0,0,0,0,0,0,0,0,0,0,0,0
201704,17-Apr,201704,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,0,0,0,0,0,0,4,35,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,168,0,0,0,0,85,0,0
201704,17-Apr,201704,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,0,0,1034,300,0,0,0,0,200,0,0,0,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,600,5141,2000,0,0,0,481,200,0,0,0,0,50,0
201804,18-Apr,201804,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,0,90,2410,0,2500,0,40,960,0,1000,0,55,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,4425,0,200,0,83,547,0,0,0,0,760,0,500
201804,18-Apr,201804,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,0,115,420,2880,0,0,0,0,200,0,0,0,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,325,4000,4000,0,0,420,3168,0,0,0,0,149,0,0
201804,18-Apr,201804,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,0,130,280,0,30,0,215,1955,0,10,0,20,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,725,1375,1500,600,0,1112,1275,337,0,0,20,440,0,0
201804,18-Apr,201804,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,0,1524,4191,5000,0,0,0,635,2000,0,0,30,3023,720,0,0,0,0,0,0,0,0,0,0,0,0,3125,8025,10000,0,2356,30,104,2144,0,0,270,710,1000,0
201804,18-Apr,201804,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,0,501,4509,5000,0,0,0,0,200,0,0,313,3085,1500,0,0,0,0,0,0,0,0,0,0,0,0,1366,5540,4875,0,0,175,1172,0,0,0,127,418,200,0
201804,18-Apr,201804,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,0,35,615,0,100,0,0,100,0,100,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,150,225,1000,200,0,144,4204,0,300,0,0,88,0,0
201804,18-Apr,201804,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,0,1090,2601,22400,0,0,280,120,11400,0,0,135,8865,12300,0,0,0,0,0,0,0,0,0,0,0,0,4612,6116,41000,0,0,509,1521,5720,0,0,90,389,7400,50
201804,18-Apr,201804,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2000,0,0,0,576,4824,0,0,0,0,150,0,0
201804,18-Apr,201804,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,0,631,277,1000,0,0,20,20,100,0,0,120,1263,400,0,0,0,0,0,0,0,0,0,0,0,0,1875,3725,1000,3000,0,317,482,700,0,0,20,180,200,200
201804,18-Apr,201804,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,0,2391,0,0,0,0,272,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,41,0,0,0,0,215,0,0,0
201804,18-Apr,201804,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,0,1243,527,4650,0,0,21,76,0,0,0,45,53,66,0,0,0,0,0,0,0,0,0,0,0,0,525,2675,150,0,0,263,25,676,0,0,23,12,0,0
201804,18-Apr,201804,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,0,0,0,0,0,0,0,24,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,900,4350,0,0,0,239,576,0,0,0,0,469,0,0
201804,18-Apr,201804,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,0,0,1000,30,0,0,0,400,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,103,0,0,0,0,446,0,0
201804,18-Apr,201804,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,0,0,27,3000,0,0,26,14,200,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,850,625,6000,0,0,216,1056,600,0,0,0,124,0,0
201804,18-Apr,201804,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,0,0,1020,4000,0,0,10,757,759,0,0,210,4748,200,0,0,0,0,0,0,0,0,0,0,0,0,985,3115,13774,0,0,729,2891,2588,1264,0,5,833,30,0
201804,18-Apr,201804,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,0,0,0,0,0,0,60,440,0,500,0,360,18910,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,650,0,2000,0,0,0,0,0,0,5,95,0,0
