year_month,country,county,uid,uid_code,uidear,county_code,adolescent_10_24_receiving_fp_new,adolescent_10_24_receiving_fp_revisits,adults_25+_receiving_fp_services_new,adults_25+_receiving_fp_services_revisits,condoms_new,condoms_revisits,traditional_new,pills_new,pills_revisits,traditional_revisits,injectable_new,injectable_revisits,traditional,implants_new,implants_revisits,iucd_new,iucd_revisits,surgical_new,surgical_revisits,condoms,pills,injectables,implants,iucd,surgical,total_modern_fp,total_cyp,periodid,periodname,pills_combined_oral_contraceptive_stock_losses,pills_combined_oral_contraceptive_stock_dispensed,pills_combined_oral_contraceptive_stock_at_hand,pills_combined_oral_contraceptive_stock_requested,pills_combined_oral_contraceptive_stock_received,pills_emergency_pill_stock_losses,pills_emergency_pill_stock_dispensed,pills_emergency_pill_stock_at_hand,pills_emergency_pill_stock_requested,pills_emergency_pill_stock_received,pills_progestin_only_pills_stock_losses,pills_progestin_only_pills_stock_dispensed,pills_progestin_only_pills_stock_at_hand,pills_progestin_only_pills_stock_requested,pills_progestin_only_pills_stock_received,condoms_female_condom_stock_losses,condoms_female_condom_stock_dispensed,condoms_female_condom_stock_at_hand,condoms_female_condom_stock_requested,condoms_female_condom_stock_received,condoms_male_condom_stock_losses,condoms_male_condom_stock_dispensed,condoms_male_condom_stock_at_hand,condoms_male_condom_stock_requested,condoms_male_condom_stock_received,injectables_stock_losses,injectables_stock_dispensed,injectables_stock_at_hand,injectables_stock_requested,injectables_stock_received,implants_stock_losses,implants_stock_dispensed,implants_stock_at_hand,implants_stock_requested,implants_stock_received,iud_stock_losses,iud_stock_dispensed,iud_stock_at_hand,iud_stock_requested,iud_stock_received,eligible_fp,"core_health_workforce_per_10,000population",Demand_Satisfied_by_Modern_Methods (%),"mCPR (Married Women, %)","Teenage Pregnancy Rate (15-19, %)","Total Unmet Need (Married Women, %)"
202210,Kenya,Nandi,t0J75eHKxz5,202210_t0J75eHKxz5,2022_t0J75eHKxz5,KE_County_29,658,1673,1124,7527,487,61,453,699,669,0,1329,4976,453,738,310,43,9,1,0,548,1368,6305,1048,52,1,9322,5168,202210,22-Oct,0,120,0,500,0,0,0,0,100,0,0,20,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,76,484,500,560,0,0,855,0,0,278512.0,,,,,
202210,Kenya,Trans Nzoia,mThvosEflAU,202210_mThvosEflAU,2022_mThvosEflAU,KE_County_26,1268,2221,1362,4796,267,271,1204,610,605,0,1736,5597,1204,514,277,44,46,0,0,538,1215,7333,791,90,0,9967,4676,202210,22-Oct,0,1065,14295,0,360,0,0,0,0,0,0,17,2654,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,0,110,0,0,0,0,0,306296.0,,,,,
202210,Kenya,Homa Bay,nK0A12Q7MvS,202210_nK0A12Q7MvS,2022_nK0A12Q7MvS,KE_County_43,3151,3170,1306,4731,345,339,550,563,782,0,2265,5858,550,2336,875,206,13,28,0,684,1345,8123,3211,219,28,13610,14591,202210,22-Oct,0,1,293,0,0,0,0,0,0,0,0,12,424,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0,0,0,0,0,344344.0,,,,,
202209,Kenya,Meru,Y52XNJ50hYb,202209_Y52XNJ50hYb,2022_Y52XNJ50hYb,KE_County_12,1045,1139,1368,2328,188,97,143,962,1102,0,915,2662,143,1114,358,137,39,7,0,285,2064,3577,1472,176,7,7581,7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482222.0,,,,,
202209,Kenya,Nyamira,uepLTG8wGWJ,202209_uepLTG8wGWJ,2022_uepLTG8wGWJ,KE_County_46,1914,2757,1406,5140,928,903,698,825,1030,0,1405,6285,698,1130,445,106,21,2,0,1831,1855,7690,1575,127,2,13080,7976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192042.0,,,,,
202209,Kenya,Kwale,N7YETT3A9r1,202209_N7YETT3A9r1,2022_N7YETT3A9r1,KE_County_2,970,2007,1043,4792,213,94,693,410,967,0,1244,5608,693,795,403,66,54,1,0,307,1377,6852,1198,120,1,9855,6538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237586.0,,,,,
202209,Kenya,Machakos,yhCUgGcCcOo,202209_yhCUgGcCcOo,2022_yhCUgGcCcOo,KE_County_16,1143,2841,3374,9203,241,2816,480,1568,3069,0,1858,11229,480,373,191,88,34,4,0,3057,4637,13087,564,122,4,21471,6180,202209,22-Sep,0,3653,46174,0,0,0,0,0,0,0,0,603,1412,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449140.0,,,,,
202209,Kenya,Mombasa,wsBsC6gjHvn,202209_wsBsC6gjHvn,2022_wsBsC6gjHvn,KE_County_1,3455,4286,2072,6458,355,400,502,2241,3402,0,1322,5163,502,2531,493,330,105,1,0,755,5643,6485,3024,435,1,16343,14007,202209,22-Sep,0,441,0,0,0,0,0,0,0,0,0,237,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407506.0,,,,,
202209,Kenya,West Pokot,XWALbfAPa6n,202209_XWALbfAPa6n,2022_XWALbfAPa6n,KE_County_24,516,704,345,660,216,29,76,127,109,0,576,1060,76,375,90,12,2,13,0,245,236,1636,465,14,13,2609,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203215.0,,,,,
202209,Kenya,Bomet,HMNARUV2CW4,202209_HMNARUV2CW4,2022_HMNARUV2CW4,KE_County_36,524,833,817,1023,213,447,343,331,302,0,556,2379,343,499,249,8,3,0,0,660,633,2935,748,11,0,4987,3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276851.0,,,,,
202209,Kenya,Nakuru,ob6SxuRcqU4,202209_ob6SxuRcqU4,2022_ob6SxuRcqU4,KE_County_32,3346,4264,2968,8858,483,721,587,2483,4034,0,1551,6275,587,2496,1089,554,244,13,0,1204,6517,7826,3585,798,13,19943,18841,202209,22-Sep,0,9,35,360,0,0,0,0,100,0,0,10,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,683526.0,,,,,
202209,Kenya,Siaya,u4t9H8XyU9P,202209_u4t9H8XyU9P,2022_u4t9H8XyU9P,KE_County_41,1267,1396,1135,3536,184,226,915,66,64,0,1459,4001,915,1644,733,34,10,27,0,410,130,5460,2377,44,27,8448,8257,202209,22-Sep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,802,0,0,0,0,0,0,0,270445.0,,,,,
202209,Kenya,Busia,Tvf1zgVZ0K4,202209_Tvf1zgVZ0K4,2022_Tvf1zgVZ0K4,KE_County_40,1128,1540,436,3851,8,31,364,377,452,0,816,2944,364,1174,792,133,56,7,0,39,829,3760,1966,189,7,6790,8986,202209,22-Sep,0,1157,4465,2000,0,0,0,0,200,0,0,15,3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281710.0,,,,,
202209,Kenya,Trans Nzoia,mThvosEflAU,202209_mThvosEflAU,2022_mThvosEflAU,KE_County_26,1462,2351,1674,5489,274,299,1006,683,690,0,1922,5949,1006,703,387,116,27,0,0,573,1373,7871,1090,143,0,11050,6643,202209,22-Sep,0,1473,1951,0,600,0,0,0,0,0,0,274,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306296.0,,,,,
202209,Kenya,Bungoma,KGHhQ5GLd4k,202209_KGHhQ5GLd4k,2022_KGHhQ5GLd4k,KE_County_39,2393,3940,2279,8923,441,281,695,922,1257,0,1490,9614,695,2740,1299,148,92,15,0,722,2179,11104,4039,240,15,18299,16537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515070.0,,,,,
202209,Kenya,Baringo,vvOK1BxTbet,202209_vvOK1BxTbet,2022_vvOK1BxTbet,KE_County_30,527,572,559,1275,357,271,207,252,241,0,434,1522,207,599,213,60,8,2,0,628,493,1956,812,68,2,3959,3193,202209,22-Sep,0,23,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,0,0,0,0,0,194955.0,,,,,
202209,Kenya,Uasin Gishu,pZqQRRW7PHP,202209_pZqQRRW7PHP,2022_pZqQRRW7PHP,KE_County_27,1156,2452,1614,6921,66,130,383,790,1238,0,1758,6213,383,1689,677,306,71,5,0,196,2028,7971,2366,377,5,12943,11460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384755.0,,,,,
202209,Kenya,Turkana,kphDeKClFch,202209_kphDeKClFch,2022_kphDeKClFch,KE_County_23,476,718,423,484,537,199,1095,274,283,0,304,705,1095,277,93,9,0,1,0,736,557,1009,370,9,1,2682,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263067.0,,,,,
202209,Kenya,Taita Taveta,QyGNX2DpR4h,202209_QyGNX2DpR4h,2022_QyGNX2DpR4h,KE_County_6,196,966,514,2665,83,84,159,204,471,0,293,2905,159,76,78,25,9,0,0,167,675,3198,154,34,0,4228,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100074.0,,,,,
202209,Kenya,Kisumu,tAbBVBbueqD,202209_tAbBVBbueqD,2022_tAbBVBbueqD,KE_County_42,2447,3066,2158,3101,758,493,900,1090,914,0,1440,4929,900,2726,1146,214,18,18,0,1251,2004,6369,3872,232,18,13746,13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363983.0,,,,,
202209,Kenya,Kirinyaga,Ulj33KBau7V,202209_Ulj33KBau7V,2022_Ulj33KBau7V,KE_County_20,306,1599,323,5585,9,33,111,408,3500,0,304,3147,111,394,188,121,64,0,0,42,3908,3451,582,185,0,8168,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190449.0,,,,,
202209,Kenya,Laikipia,xuFdFy6t9AH,202209_xuFdFy6t9AH,2022_xuFdFy6t9AH,KE_County_31,440,932,553,3169,68,69,215,249,987,0,611,2654,215,420,142,93,44,2,0,137,1236,3265,562,137,2,5339,3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152831.0,,,,,
202209,Kenya,Vihiga,sANMZ3lpqGs,202209_sANMZ3lpqGs,2022_sANMZ3lpqGs,KE_County_38,800,1090,875,2600,417,615,192,268,397,0,619,2685,192,929,579,55,10,2,0,1032,665,3304,1508,65,2,6576,5442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178868.0,,,,,
202209,Kenya,Nandi,t0J75eHKxz5,202209_t0J75eHKxz5,2022_t0J75eHKxz5,KE_County_29,753,1765,892,7964,397,136,1169,834,767,0,1084,6027,1169,857,364,28,22,2,0,533,1601,7111,1221,50,2,10518,6202,202209,22-Sep,0,420,43,1444,120,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,278512.0,,,,,
202209,Kenya,Homa Bay,nK0A12Q7MvS,202209_nK0A12Q7MvS,2022_nK0A12Q7MvS,KE_County_43,3043,2720,1796,4239,499,319,419,928,728,0,1709,4665,419,2546,781,175,29,42,0,818,1656,6374,3327,204,42,12421,14799,202209,22-Sep,0,95,337,200,0,0,0,0,200,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,344344.0,,,,,
202209,Kenya,Kitui,j8o6iO4Njsi,202209_j8o6iO4Njsi,2022_j8o6iO4Njsi,KE_County_15,726,1950,928,5543,44,48,192,446,1039,0,577,5865,192,1349,764,51,11,5,0,92,1485,6442,2113,62,5,10199,7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360201.0,,,,,
202209,Kenya,Muranga,ahwTMNAJvrL,202209_ahwTMNAJvrL,2022_ahwTMNAJvrL,KE_County_21,814,1385,1157,4211,137,73,42,1152,2583,0,880,2817,42,737,362,124,60,19,0,210,3735,3697,1099,184,19,8944,5422,202209,22-Sep,0,2280,8397,0,0,0,0,0,0,0,0,41,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,355,0,0,0,0,0,0,0,302261.0,,,,,
202209,Kenya,Tana River,JsH2bnvNt2d,202209_JsH2bnvNt2d,2022_JsH2bnvNt2d,KE_County_4,217,420,240,638,112,37,56,71,146,0,255,835,56,123,40,22,2,0,0,149,217,1090,163,24,0,1643,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97431.0,,,,,
202209,Kenya,Nyeri,ptWVfaCIdVx,202209_ptWVfaCIdVx,2022_ptWVfaCIdVx,KE_County_19,460,958,793,4580,306,100,11,677,2341,0,391,2976,11,660,315,165,87,11,0,406,3018,3367,975,252,11,8029,4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224332.0,,,,,
202209,Kenya,Isiolo,bzOfj0iwfDH,202209_bzOfj0iwfDH,2022_bzOfj0iwfDH,KE_County_11,266,226,231,621,48,140,140,62,58,0,155,519,140,256,110,9,4,0,0,188,120,674,366,13,0,1361,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76438.0,,,,,
202209,Kenya,Nyandarua,mYZacFNIB3h,202209_mYZacFNIB3h,2022_mYZacFNIB3h,KE_County_18,463,801,1060,2723,97,326,4,596,1374,0,444,1786,4,417,159,125,58,0,0,423,1970,2230,576,183,0,5382,3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194266.0,,,,,
202209,Kenya,Wajir,CeLsrJOH0g9,202209_CeLsrJOH0g9,2022_CeLsrJOH0g9,KE_County_8,100,80,130,115,30,9,329,446,120,0,108,149,329,67,33,0,0,0,0,39,566,257,100,0,0,962,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211198.0,,,,,
202209,Kenya,Kilifi,nrI2khZx3d0,202209_nrI2khZx3d0,2022_nrI2khZx3d0,KE_County_3,2539,3593,1731,7449,233,102,485,1218,1726,0,1741,6826,485,2396,833,202,43,6,0,335,2944,8567,3229,245,6,15326,13717,202209,22-Sep,27,902,332,0,0,0,0,30,0,0,0,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,2878,0,0,0,0,0,0,0,450871.0,,,,,
202209,Kenya,Garissa,uyOrcHZBpW0,202209_uyOrcHZBpW0,2022_uyOrcHZBpW0,KE_County_7,172,149,348,299,169,5,164,223,160,0,336,531,164,125,17,10,1,0,0,174,383,867,142,11,0,1577,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297988.0,,,,,
202209,Kenya,Kisii,sPkRcDvhGWA,202209_sPkRcDvhGWA,2022_sPkRcDvhGWA,KE_County_45,1641,1494,806,1879,645,428,588,507,407,0,1150,1524,588,1321,416,147,30,30,0,1073,914,2674,1737,177,30,6605,7573,202209,22-Sep,0,320,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387300.0,,,,,
202209,Kenya,Embu,PFu8alU2KWG,202209_PFu8alU2KWG,2022_PFu8alU2KWG,KE_County_14,412,1057,481,3751,19,64,2,463,1510,0,454,2683,2,438,233,96,40,0,0,83,1973,3137,671,136,0,6000,4004,202209,22-Sep,0,132,156,1200,0,0,0,0,20,0,0,0,129,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,186139.0,,,,,
202209,Kenya,Marsabit,Eey8fT4Im3y,202209_Eey8fT4Im3y,2022_Eey8fT4Im3y,KE_County_10,124,107,208,272,11,7,33,84,53,0,168,350,33,108,19,2,1,0,0,18,137,518,127,3,0,803,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129645.0,,,,,
202209,Kenya,Kiambu,qKzosKQPl6G,202209_qKzosKQPl6G,2022_qKzosKQPl6G,KE_County_22,2820,3916,4828,10119,1218,634,122,4327,5711,0,2588,6887,122,2248,790,560,259,25,0,1852,10038,9475,3038,819,25,25247,15957,202209,22-Sep,0,3240,5458,13200,200,0,0,0,1500,0,6,2485,21844,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,18340,0,0,0,0,0,0,0,824881.0,,,,,
202209,Kenya,Kericho,ihZsJ8alvtb,202209_ihZsJ8alvtb,2022_ihZsJ8alvtb,KE_County_35,936,676,2484,632,61,56,234,514,425,0,1122,1802,234,920,382,41,20,9,0,117,939,2924,1302,61,9,5352,5028,202209,22-Sep,0,0,0,100,0,0,0,0,100,0,0,0,19,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,286459.0,,,,,
202209,Kenya,Kakamega,BjC1xL40gHo,202209_BjC1xL40gHo,2022_BjC1xL40gHo,KE_County_37,2278,4922,1971,11049,459,442,1255,768,1470,0,1747,11938,1255,2533,1727,160,56,4,0,901,2238,13685,4260,216,4,21304,19183,202209,22-Sep,0,831,12990,0,40,0,0,0,0,0,0,306,4893,0,4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578711.0,,,,,
202209,Kenya,Tharaka Nithi,T4urHM47nlm,202209_T4urHM47nlm,2022_T4urHM47nlm,KE_County_13,454,1194,847,4040,80,96,157,417,839,0,690,4287,157,469,190,35,14,5,0,176,1256,4977,659,49,5,7122,3640,202209,22-Sep,0,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,118758.0,,,,,
202209,Kenya,Samburu,o36zCRjSd4G,202209_o36zCRjSd4G,2022_o36zCRjSd4G,KE_County_25,259,424,214,593,43,51,65,103,110,0,357,930,65,301,136,9,1,0,0,94,213,1287,437,10,0,2041,1537,202209,22-Sep,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,184,28,0,0,0,0,0,0,0,85300.0,,,,,
202209,Kenya,Narok,kqJ83J2D72s,202209_kqJ83J2D72s,2022_kqJ83J2D72s,KE_County_33,863,785,893,1492,112,46,108,555,612,0,672,975,108,768,360,74,45,8,0,158,1167,1647,1128,119,8,4227,4808,202209,22-Sep,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330739.0,,,,,
202209,Kenya,Lamu,NjWSbQTwys4,202209_NjWSbQTwys4,2022_NjWSbQTwys4,KE_County_5,194,190,360,526,141,7,9,171,109,0,293,611,9,251,79,15,4,4,0,148,280,904,330,19,4,1685,1315,202209,22-Sep,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,45,0,0,0,0,0,0,0,50728.0,,,,,
202209,Kenya,Elgeyo Marakwet,MqnLxQBigG0,202209_MqnLxQBigG0,2022_MqnLxQBigG0,KE_County_28,391,871,520,2168,508,305,843,226,235,0,647,2385,843,270,176,15,3,3,0,813,461,3032,446,18,3,4773,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135799.0,,,,,
202209,Kenya,Makueni,BoDytkJQ4Qi,202209_BoDytkJQ4Qi,2022_BoDytkJQ4Qi,KE_County_17,656,2445,842,9593,84,73,62,563,2191,0,1192,9215,62,551,426,67,13,25,0,157,2754,10407,977,80,25,14400,6235,202209,22-Sep,0,117,2784,5000,0,0,0,0,20,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,43,1320,0,0,0,0,0,0,289138.0,,,,,
202209,Kenya,Migori,fVra3Pwta0Q,202209_fVra3Pwta0Q,2022_fVra3Pwta0Q,KE_County_44,4698,4334,1689,5750,704,586,1307,521,552,0,2696,5952,1307,3390,1589,542,77,19,0,1290,1073,8648,4979,619,19,16628,23340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339253.0,,,,,
202209,Kenya,Kajiado,Hsk1YV8kHkT,202209_Hsk1YV8kHkT,2022_Hsk1YV8kHkT,KE_County_34,1161,2073,1467,4142,182,106,399,1063,1453,0,1562,5092,399,668,253,199,42,6,0,288,2516,6654,921,241,6,10626,6229,202209,22-Sep,0,582,4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361863.0,,,,,
202209,Kenya,Mandera,R6f9znhg37c,202209_R6f9znhg37c,2022_R6f9znhg37c,KE_County_9,74,27,73,17,361,66,265,280,133,0,270,100,265,242,12,18,0,0,0,427,413,370,254,18,0,1482,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232786.0,,,,,
202209,Kenya,Nairobi,jkG3zaihdSs,202209_jkG3zaihdSs,2022_jkG3zaihdSs,KE_County_47,3760,7314,6916,14879,1304,919,1604,6612,10743,0,1957,5402,1604,3924,1703,1178,470,26,0,2223,17355,7359,5627,1648,26,34238,30079,202209,22-Sep,0,4565,4030,14400,60,0,0,0,1020,0,0,1148,592,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,20,0,2030,0,0,6,15,10,10,1601883.0,,,,,
202208,Kenya,Kajiado,Hsk1YV8kHkT,202208_Hsk1YV8kHkT,2022_Hsk1YV8kHkT,KE_County_34,974,1693,1196,3958,144,141,268,997,1537,0,1496,4530,268,572,204,173,67,2,0,285,2534,6026,776,240,2,9863,5624,202208,22-Aug,0,3078,5030,6720,0,0,0,0,620,0,0,0,0,5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,361863.0,,,,,
202208,Kenya,Isiolo,bzOfj0iwfDH,202208_bzOfj0iwfDH,2022_bzOfj0iwfDH,KE_County_11,160,240,134,450,268,62,180,63,74,0,78,417,180,195,61,15,4,0,0,330,137,495,256,19,0,1237,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76438.0,,,,,
202208,Kenya,Nyandarua,mYZacFNIB3h,202208_mYZacFNIB3h,2022_mYZacFNIB3h,KE_County_18,578,837,844,2761,117,65,15,571,1041,0,686,2093,15,383,152,103,48,1,0,182,1612,2779,535,151,1,5260,3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194266.0,,,,,
202208,Kenya,Kisumu,tAbBVBbueqD,202208_tAbBVBbueqD,2022_tAbBVBbueqD,KE_County_42,2217,2436,1732,2544,265,185,544,1220,582,0,1111,4037,544,2011,886,195,26,5,0,450,1802,5148,2897,221,5,10523,10401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363983.0,,,,,
202208,Kenya,Kilifi,nrI2khZx3d0,202208_nrI2khZx3d0,2022_nrI2khZx3d0,KE_County_3,2675,3300,1780,7952,162,103,368,1025,1646,0,1883,7094,368,2489,834,196,50,15,0,265,2671,8977,3323,246,15,15497,14776,202208,22-Aug,0,1357,1922,0,0,0,0,0,0,0,0,315,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,1480,0,0,0,0,0,0,0,450871.0,,,,,
202208,Kenya,Elgeyo Marakwet,MqnLxQBigG0,202208_MqnLxQBigG0,2022_MqnLxQBigG0,KE_County_28,343,737,378,1798,363,15,488,111,219,0,500,2142,488,186,123,6,1,7,0,378,330,2642,309,7,7,3673,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135799.0,,,,,
202208,Kenya,Kirinyaga,Ulj33KBau7V,202208_Ulj33KBau7V,2022_Ulj33KBau7V,KE_County_20,393,1742,545,5742,34,128,2,502,3107,0,335,3908,2,416,217,143,49,0,0,162,3609,4243,633,192,0,8839,4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190449.0,,,,,
202208,Kenya,Laikipia,xuFdFy6t9AH,202208_xuFdFy6t9AH,2022_xuFdFy6t9AH,KE_County_31,480,980,546,2825,75,41,64,269,934,0,520,2630,64,375,223,94,70,4,0,116,1203,3150,598,164,4,5235,3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152831.0,,,,,
