periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Estimated Number of Pregnant Women,FP Attendance New clients,FP Attendance Re-visits,MOH 711 Adolescent 10-14 yrs Receiving FP Services New clients,MOH 711 Adolescent 10-14 yrs Receiving FP Services Re-visits,MOH 711 Adolescent 15-19 Yrs Receiving FP Services New clients,MOH 711 Adolescent 15-19 Yrs Receiving FP Services Re-visits,MOH 711 Adolescent 20-24 Yrs Receiving FP Services New clients,MOH 711 Adolescent 20-24 Yrs Receiving FP Services Re-visits,MOH 711 Client receiving Male condoms New clients,MOH 711 Client receiving Male condoms Re-visits,MOH 711 Clients Counselled Natural Family Planning New clients,MOH 711 Clients Counselled Natural Family Planning Re-visits,MOH 711 Clients receiving Female Condoms New clients,MOH 711 Clients receiving Female Condoms Re-visits,MOH 711 Emergency contraceptive pill New clients,MOH 711 Emergency contraceptive pill Re-visits,MOH 711 Pills Combined oral contraceptive New clients,MOH 711 Pills Combined oral contraceptive Re-visits,MOH 711 Pills progestin only New clients,MOH 711 Pills progestin only Re-visits,MOH 711 Rev 2020_Adults 25+ receiving FP Services New clients,MOH 711 Rev 2020_Adults 25+ receiving FP Services Re-visits,MOH 711 Rev 2020_Clients given cycle beads New clients,MOH 711 Rev 2020_Clients given cycle beads Re-visits,MOH 711 Rev 2020_Clients receiving post abortion FP New clients,MOH 711 Rev 2020_Clients receiving post abortion FP Re-visits,MOH 711 Rev 2020_FP Injections DMPA- IM New clients,MOH 711 Rev 2020_FP Injections DMPA- IM Re-visits,MOH 711 Rev 2020_FP Injections DMPA- SC New clients,MOH 711 Rev 2020_FP Injections DMPA- SC Re-visits,MOH 711 Rev 2020_IUCD Insertion Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Hormonal Re-insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Re-insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Re-insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Re-insertion,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks New clients,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks Re-visits,MOH 711 Rev 2020_Post parturm FP within 48 Hours New clients,MOH 711 Rev 2020_Post parturm FP within 48 Hours Re-visits,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Ist Time Insertion,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Re-insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Ist Time Insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Re-insertion,Population Growth Rate,Total Population,Women of childbearing age (15–49yrs)
202012,December 2020,202012,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,53527.25,3211.0,8505.0,2.0,1.0,306.0,505.0,712.0,1773.0,271,1398.0,511.0,55.0,29.0,31.0,133.0,96.0,300.0,513.0,94.0,131.0,1772.0,4703.0,11.0,3.0,45.0,,1280.0,6081.0,60.0,137.0,7.0,1.0,97.0,32.0,387.0,240.0,678.0,273.0,163.0,,58.0,,,,7.0,,2.64,1513639.63,372659.19
202012,December 2020,202012,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,33780.3,1684.0,5413.0,1.0,1.0,196.0,112.0,376.0,766.0,88,105.0,186.0,4.0,1.0,,64.0,130.0,130.0,245.0,87.0,115.0,589.0,2993.0,1.0,,2.0,17.0,806.0,4153.0,12.0,63.0,7.0,,28.0,3.0,259.0,158.0,260.0,134.0,103.0,4.0,22.0,25.0,2.0,20.0,12.0,,2.0,1172450.42,289805.82
202012,December 2020,202012,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,34952.5,353.0,374.0,,,28.0,33.0,99.0,228.0,89,37.0,30.0,2.0,20.0,10.0,31.0,,53.0,74.0,8.0,5.0,166.0,242.0,11.0,,2.0,,262.0,757.0,11.0,14.0,1.0,,,1.0,30.0,2.0,12.0,4.0,3.0,,2.0,,,,,,,903266.94,214478.01
202012,December 2020,202012,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,34245.57,3520.0,6603.0,4.0,,215.0,272.0,721.0,1171.0,1818,3294.0,43.0,17.0,5.0,7.0,272.0,101.0,756.0,959.0,183.0,325.0,2091.0,2757.0,2.0,,4.0,1.0,1344.0,4324.0,46.0,67.0,14.0,2.0,55.0,2.0,146.0,43.0,87.0,32.0,151.0,,50.0,,,,2.0,,2.0,1460599.71,382586.32
202012,December 2020,202012,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,45434.14,2971.0,4394.0,12.0,5.0,411.0,324.0,914.0,1179.0,596,332.0,466.0,2.0,,12.0,138.0,37.0,203.0,191.0,82.0,87.0,1213.0,2059.0,41.0,,13.0,1.0,1749.0,3336.0,44.0,219.0,1.0,2.0,34.0,26.0,326.0,65.0,521.0,259.0,93.0,2.0,23.0,11.0,,,8.0,,,1203767.98,265756.11
202012,December 2020,202012,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,38476.13,2742.0,3842.0,21.0,5.0,206.0,94.0,580.0,749.0,677,377.0,100.0,24.0,18.0,24.0,366.0,241.0,652.0,566.0,299.0,212.0,1112.0,1728.0,,,7.0,,1297.0,2442.0,124.0,90.0,47.0,84.0,112.0,22.0,346.0,147.0,150.0,63.0,162.0,,8.0,20.0,,,1.0,,3.63,1155555.25,313530.64
202012,December 2020,202012,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,28763.59,1049.0,2218.0,,,539.0,154.0,257.0,457.0,56,42.0,94.0,37.0,3.0,6.0,8.0,15.0,281.0,131.0,64.0,45.0,298.0,890.0,2.0,,13.0,,394.0,964.0,102.0,96.0,72.0,9.0,45.0,18.0,493.0,174.0,159.0,99.0,40.0,,10.0,,1.0,,1.0,,2.2,924878.99,224759.1
202012,December 2020,202012,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15603.63,746.0,3326.0,,,51.0,63.0,163.0,522.0,31,11.0,23.0,,,1.0,31.0,11.0,115.0,540.0,120.0,122.0,445.0,1958.0,,,64.0,1.0,437.0,2094.0,11.0,109.0,1.0,,24.0,21.0,60.0,59.0,77.0,36.0,92.0,1.0,2.0,,,,,,1.8,624699.83,160016.2
202012,December 2020,202012,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,16606.37,573.0,1042.0,,1.0,76.0,45.0,184.0,307.0,49,9.0,264.0,38.0,,,15.0,2.0,46.0,82.0,5.0,6.0,190.0,646.0,3.0,1.0,,,255.0,852.0,,,,,3.0,2.0,123.0,64.0,82.0,49.0,36.0,1.0,1.0,,,,5.0,,2.58,472101.9,111233.92
202012,December 2020,202012,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,38008.85,1959.0,4043.0,2.0,,165.0,98.0,519.0,834.0,812,64.0,202.0,,199.0,16.0,79.0,57.0,192.0,351.0,126.0,97.0,831.0,1907.0,3.0,,9.0,,707.0,2363.0,53.0,60.0,2.0,5.0,58.0,16.0,282.0,64.0,459.0,129.0,243.0,1.0,6.0,,,,2.0,,2.28,1203903.35,327691.33
202012,December 2020,202012,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,30893.41,390.0,182.0,,0.0,13.0,4.0,30.0,16.0,291,50.0,279.0,9.0,11.0,,13.0,8.0,220.0,110.0,165.0,54.0,33.0,17.0,11.0,,,,237.0,129.0,11.0,,1.0,1.0,48.0,,130.0,11.0,15.0,1.0,15.0,,,,,,,,3.0,902408.6,178520.76
202012,December 2020,202012,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13364.52,202.0,227.0,1.0,1.0,16.0,10.0,87.0,83.0,16,2.0,49.0,,,,5.0,1.0,53.0,64.0,16.0,14.0,79.0,149.0,1.0,2.0,,,121.0,199.0,5.0,,,,9.0,4.0,48.0,11.0,23.0,8.0,,,,,,,,,,330933.19,77296.19
202012,December 2020,202012,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,40016.33,2230.0,2166.0,19.0,8.0,1303.0,389.0,659.0,868.0,470,191.0,203.0,,21.0,6.0,53.0,21.0,246.0,197.0,104.0,69.0,759.0,1564.0,4.0,,39.0,,1113.0,2471.0,51.0,126.0,302.0,4.0,181.0,18.0,894.0,151.0,739.0,162.0,157.0,,48.0,36.0,,,14.0,,,1170221.33,278905.04
202012,December 2020,202012,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,65133.96,7600.0,10150.0,1.0,1.0,445.0,214.0,1765.0,1828.0,1568,800.0,234.0,16.0,120.0,103.0,485.0,116.0,1527.0,2611.0,1176.0,1155.0,4669.0,5539.0,3.0,,40.0,,2330.0,4557.0,133.0,212.0,39.0,6.0,452.0,99.0,516.0,156.0,1005.0,232.0,639.0,1.0,52.0,37.0,,,18.0,,2.22,2490374.3,737761.74
202012,December 2020,202012,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,24514.98,239.0,453.0,,,20.0,12.0,91.0,95.0,181,52.0,19.0,,1.0,,17.0,6.0,58.0,47.0,24.0,10.0,104.0,209.0,,,1.0,,80.0,292.0,,,2.0,,,,64.0,25.0,4.0,6.0,8.0,,,,,,,,2.0,268374.26,69442.73
202012,December 2020,202012,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,47348.37,4152.0,4091.0,71.0,17.0,1240.0,363.0,1249.0,1213.0,433,363.0,870.0,150.0,24.0,31.0,29.0,35.0,215.0,279.0,264.0,76.0,1374.0,2231.0,5.0,,49.0,,908.0,1825.0,72.0,10.0,99.0,23.0,275.0,70.0,1192.0,456.0,1182.0,520.0,278.0,18.0,123.0,10.0,,,21.0,,2.65,1163150.01,274939.2
202012,December 2020,202012,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,27857.11,730.0,1275.0,10.0,1.0,68.0,61.0,224.0,212.0,50,28.0,57.0,,5.0,1.0,86.0,11.0,54.0,26.0,36.0,41.0,236.0,70.0,1.0,,,,341.0,632.0,,20.0,2.0,1.0,2.0,4.0,90.0,41.0,32.0,20.0,3.0,,11.0,,,,,,2.55,934924.44,236768.91
202012,December 2020,202012,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,29401.33,972.0,1014.0,3.0,,214.0,82.0,240.0,281.0,1838,31.0,431.0,5.0,27.0,,6.0,36.0,41.0,32.0,42.0,16.0,256.0,321.0,1.0,,1.0,,439.0,744.0,1.0,,4.0,2.0,2.0,1.0,253.0,46.0,96.0,22.0,31.0,,19.0,,,,2.0,,,652943.0,139881.19
202012,December 2020,202012,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,25257.01,762.0,247.0,20.0,,72.0,22.0,82.0,48.0,237,35.0,422.0,30.0,52.0,,14.0,1.0,79.0,54.0,46.0,26.0,342.0,43.0,7.0,,,,111.0,118.0,1.0,,,,,,37.0,3.0,9.0,4.0,69.0,,25.0,,,,,,3.2,808470.94,166981.23
202012,December 2020,202012,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,39038.66,1684.0,3783.4,25.0,2.0,165.0,97.0,595.0,766.0,323,423.0,184.0,,19.0,19.0,53.0,73.0,225.0,533.0,105.0,140.0,929.0,1972.0,,,24.0,,717.0,2465.0,28.0,67.0,13.0,3.0,59.0,27.0,508.0,115.0,294.0,81.0,113.0,,6.0,,,,,,,1251422.19,365745.3
202012,December 2020,202012,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9499.96,193.0,601.0,,,4.0,3.0,73.0,54.0,30,2647.0,,,,1.0,9.0,,3.0,37.0,,5.0,161.0,225.0,1.0,,,,51.0,258.0,39.0,276.0,,,5.0,,10.0,2.0,9.0,6.0,1.0,,,,,,,,,350581.87,85116.56
202012,December 2020,202012,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,43232.12,923.0,837.0,13.0,2.0,71.0,40.0,198.0,180.0,262,323.0,298.0,1.0,14.0,10.0,19.0,1.0,128.0,75.0,132.0,76.0,311.0,590.0,79.0,,,,334.0,459.0,2.0,1.0,1.0,,15.0,,72.0,3.0,18.0,4.0,11.0,,18.0,,,,,,3.55,1220071.53,274663.45
202012,December 2020,202012,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,13677.37,1163.0,8427.0,,,106.0,214.0,324.0,1394.0,120,66.0,66.0,,8.0,2.0,104.0,164.0,298.0,2370.0,305.0,675.0,863.0,5796.0,1.0,,2.0,,573.0,4315.0,5.0,6.0,4.0,1.0,148.0,65.0,34.0,5.0,258.0,89.0,419.0,27.0,3.0,78.0,,,,,1.99,624356.89,166446.77
202012,December 2020,202012,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,22853.44,477.0,689.0,2.0,,58.0,22.0,144.0,131.0,474,291.0,26.0,5.0,,,75.0,23.0,98.0,72.0,17.0,10.0,270.0,309.0,,,,,271.0,664.0,,,11.0,3.0,4.0,1.0,188.0,57.0,66.0,23.0,8.0,6.0,3.0,,,,3.0,,6.8,690977.92,157120.29
202012,December 2020,202012,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,24640.32,725.0,1014.0,2.0,,65.0,65.0,128.0,281.0,200,60.0,124.0,8.0,14.0,,125.0,20.0,91.0,157.0,17.0,21.0,165.0,428.0,21.0,,,,352.0,1270.0,9.0,33.0,6.0,,9.0,7.0,110.0,119.0,48.0,41.0,15.0,,7.0,3.0,,,,,1.8,911602.72,230371.43
202012,December 2020,202012,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,17003.46,1499.0,3629.0,8.0,4.0,132.0,131.0,391.0,788.0,206,100.0,156.0,,11.0,2.0,23.0,32.0,209.0,708.0,202.0,250.0,669.0,2460.0,1.0,,12.0,,588.0,1879.0,3.0,37.0,9.0,2.0,52.0,15.0,330.0,121.0,140.0,79.0,180.0,46.0,11.0,,,,5.0,,2.9,538656.74,129226.08
202012,December 2020,202012,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,17862.81,1147.0,1279.0,9.0,11.0,690.0,224.0,260.0,292.0,967,419.0,205.0,97.0,7.0,,6.0,7.0,104.0,115.0,51.0,24.0,138.0,416.0,,,45.0,,322.0,619.0,8.0,10.0,11.0,3.0,102.0,34.0,483.0,205.0,189.0,98.0,40.0,8.0,18.0,,,,,,1.83,609915.44,143885.13
202012,December 2020,202012,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,41086.26,2688.0,3366.0,10.0,6.0,266.0,204.0,595.0,532.0,222,297.0,263.0,2.0,159.0,9.0,105.0,50.0,294.0,142.0,67.0,81.0,1316.0,639.0,,,2.0,,770.0,1959.0,53.0,54.0,5.0,62.0,94.0,11.0,270.0,122.0,733.0,159.0,97.0,10.0,29.0,37.0,,,6.0,,2.1,1195552.54,301349.36
202112,December 2021,202112,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,40301.0,3337.0,2676.0,8.0,30.0,1011.0,218.0,570.0,523.0,862,751.0,281.0,5.0,33.0,42.0,25.0,3.0,234.0,259.0,306.0,50.0,956.0,1168.0,5.0,,17.0,,344.0,476.0,49.0,28.0,1.0,,132.0,54.0,749.0,67.0,978.0,291.0,173.0,1.0,105.0,4.0,,,6.0,,2.83,1341240.0,316508.0
202112,December 2021,202112,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9716.0,707.0,3508.0,,,48.0,86.0,205.0,701.0,107,170.0,126.0,,6.0,6.0,39.0,,105.0,337.0,30.0,10.0,336.0,2251.0,,,20.0,7.0,348.0,2481.0,12.0,27.0,8.0,8.0,37.0,15.0,2.0,2.0,176.0,23.0,72.0,12.0,2.0,,,,,,,358547.0,87050.0
202112,December 2021,202112,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,13920.0,892.0,7734.0,2.0,,112.0,271.0,324.0,1409.0,87,53.0,15.0,,4.0,11.0,54.0,,247.0,2354.0,254.0,492.0,595.0,5365.0,,,24.0,,312.0,3134.0,10.0,41.0,3.0,4.0,134.0,34.0,69.0,34.0,465.0,248.0,389.0,6.0,12.0,,,,,,1.52,635496.0,169417.0
202112,December 2021,202112,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,17461.0,1031.0,3188.0,,,91.0,101.0,296.0,631.0,275,111.0,118.0,,8.0,,13.0,,199.0,721.0,94.0,81.0,574.0,2314.0,,,10.0,,517.0,1870.0,2.0,25.0,6.0,2.0,39.0,12.0,94.0,38.0,132.0,38.0,198.0,,6.0,,,,3.0,,2.9,553156.0,132703.0
202112,December 2021,202112,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,16249.0,426.0,507.0,,,25.0,21.0,86.0,135.0,55,8.0,96.0,,,,4.0,,41.0,48.0,16.0,18.0,215.0,265.0,,,,,197.0,409.0,3.0,2.0,,,1.0,,78.0,9.0,7.0,1.0,5.0,1.0,21.0,,,,,,,490313.0,107258.0
202112,December 2021,202112,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,24031.0,1883.0,9304.0,5.0,3.0,95.0,179.0,361.0,1454.0,154,136.0,394.0,,7.0,2.0,38.0,,380.0,1291.0,52.0,107.0,994.0,6175.0,,,3.0,,981.0,6892.0,,24.0,9.0,2.0,38.0,8.0,12.0,12.0,37.0,54.0,239.0,3.0,61.0,6.0,,,5.0,,1.16,1023000.0,239352.0
202112,December 2021,202112,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4996.0,420.0,642.0,,,20.0,28.0,88.0,190.0,121,104.0,14.0,,,,7.0,,56.0,128.0,8.0,22.0,170.0,437.0,3.0,,1.0,,242.0,535.0,,,1.0,,19.0,3.0,14.0,3.0,28.0,3.0,30.0,,2.0,,,,,,2.5,153088.0,34653.0
202112,December 2021,202112,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,55161.0,3852.0,12094.0,3.0,16.0,843.0,603.0,985.0,2854.0,422,804.0,598.0,,6.0,14.0,59.0,,568.0,920.0,131.0,174.0,1679.0,9479.0,,,31.0,,1750.0,8397.0,30.0,76.0,2.0,2.0,92.0,6.0,401.0,77.0,1164.0,389.0,416.0,30.0,75.0,50.0,,,9.0,,,1559775.0,384018.0
202112,December 2021,202112,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,65019.0,5261.0,15352.0,14.0,11.0,1186.0,916.0,1395.0,2720.0,3286,1776.0,780.0,,1172.0,12.0,49.0,,689.0,1263.0,86.0,55.0,2331.0,8095.0,15.0,,8.0,,2112.0,8544.0,23.0,137.0,79.0,51.0,86.0,63.0,748.0,294.0,1756.0,1016.0,696.0,40.0,178.0,,1.0,,30.0,,2.34,1985531.0,474984.0
202112,December 2021,202112,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,159248.0,10395.0,20573.0,7.0,45.0,1123.0,1020.0,2587.0,4138.0,5640,1845.0,2190.0,,573.0,110.0,464.0,,2792.0,5408.0,2337.0,2230.0,4579.0,11441.0,20.0,,628.0,,2219.0,4736.0,543.0,209.0,49.0,8.0,827.0,354.0,1136.0,312.0,2054.0,852.0,1849.0,15.0,74.0,18.0,3.0,,16.0,,,4696145.0,1509941.0
202112,December 2021,202112,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,25998.0,845.0,502.0,,,39.0,8.0,154.0,61.0,267,,468.0,,1.0,,3.0,,150.0,77.0,101.0,59.0,210.0,23.0,18.0,,,,137.0,131.0,,,,,1.0,,11.0,,23.0,2.0,4.0,,22.0,,,,,,3.21,832065.0,171563.0
202112,December 2021,202112,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,12769.0,461.0,810.0,2.0,1.0,106.0,92.0,164.0,239.0,72,17.0,29.0,,2.0,,152.0,,151.0,71.0,38.0,16.0,148.0,424.0,,,2.0,,388.0,794.0,3.0,7.0,,,1.0,1.0,39.0,5.0,29.0,3.0,18.0,,6.0,,,,,,3.0,329226.0,70508.0
202112,December 2021,202112,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,61766.0,4736.0,13589.0,9.0,2.0,769.0,787.0,1293.0,2912.0,1329,2443.0,172.0,,35.0,15.0,72.0,,506.0,808.0,135.0,137.0,2107.0,6873.0,4.0,,91.0,,2029.0,8705.0,17.0,32.0,8.0,20.0,48.0,60.0,34.0,21.0,1185.0,522.0,856.0,1.0,132.0,3.0,3.0,,9.0,,3.2,1787575.0,421554.0
202112,December 2021,202112,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,34905.0,4031.0,14658.0,8.0,35.0,247.0,410.0,862.0,2637.0,1939,2992.0,360.0,,7.0,5.0,182.0,,830.0,1514.0,369.0,814.0,3866.0,7809.0,4.0,,3.0,,1986.0,10801.0,17.0,125.0,14.0,3.0,49.0,19.0,101.0,44.0,312.0,116.0,192.0,24.0,57.0,9.0,,,4.0,,2.0,1488770.0,389967.0
202112,December 2021,202112,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,49028.0,4968.0,8854.0,101.0,23.0,1745.0,901.0,1358.0,2273.0,710,643.0,1365.0,,19.0,16.0,64.0,,332.0,484.0,90.0,56.0,1504.0,4685.0,7.0,,19.0,,1686.0,4238.0,64.0,81.0,62.0,37.0,307.0,48.0,556.0,195.0,2068.0,1216.0,542.0,,251.0,11.0,,,194.0,,,1204442.0,284700.0
202112,December 2021,202112,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,26090.0,3525.0,5698.0,2.0,,233.0,295.0,706.0,1177.0,706,169.0,731.0,,878.0,4.0,291.0,,365.0,383.0,80.0,69.0,922.0,3323.0,,,2.0,,1685.0,4952.0,31.0,11.0,2.0,2.0,34.0,52.0,47.0,32.0,489.0,238.0,148.0,19.0,3.0,11.0,,,,,1.8,933052.0,233251.0
202112,December 2021,202112,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,36124.0,1906.0,5347.0,8.0,14.0,227.0,283.0,601.0,1362.0,978,534.0,407.0,,20.0,30.0,12.0,,281.0,458.0,121.0,242.0,1059.0,3230.0,,,3.0,,1427.0,5021.0,39.0,51.0,7.0,,3.0,4.0,255.0,79.0,221.0,95.0,250.0,,17.0,23.0,,,,,,934287.0,221679.0
202112,December 2021,202112,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,72018.0,8530.0,16168.0,4.0,2.0,1960.0,1154.0,1976.0,3220.0,1846,2891.0,609.0,,34.0,86.0,361.0,,1262.0,2074.0,419.0,361.0,3287.0,8529.0,12.0,,28.0,2.0,2772.0,10142.0,32.0,189.0,77.0,13.0,611.0,194.0,733.0,77.0,2066.0,547.0,402.0,81.0,23.0,14.0,3.0,,18.0,,2.56,2270524.0,596904.0
202112,December 2021,202112,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,42055.0,1078.0,1360.0,1.0,,102.0,102.0,342.0,368.0,566,50.0,1028.0,,159.0,4.0,42.0,,129.0,63.0,78.0,21.0,311.0,1331.0,5.0,,9.0,,387.0,680.0,26.0,12.0,,,4.0,,87.0,24.0,175.0,33.0,52.0,,274.0,9.0,,,1.0,,1.9,1008339.0,224764.0
202112,December 2021,202112,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13066.0,268.0,630.0,1.0,,62.0,55.0,164.0,329.0,73,65.0,407.0,,,,5.0,,70.0,137.0,18.0,77.0,161.0,565.0,,,,,201.0,752.0,11.0,19.0,4.0,,4.0,1.0,31.0,16.0,103.0,35.0,17.0,,16.0,,,,,,,340205.0,81471.0
202112,December 2021,202112,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,48842.0,4534.0,5929.0,13.0,2.0,396.0,257.0,1009.0,899.0,684,1029.0,181.0,,5.0,7.0,202.0,,518.0,626.0,177.0,160.0,1425.0,2243.0,,,99.0,,2018.0,4747.0,66.0,39.0,66.0,14.0,152.0,38.0,261.0,52.0,716.0,237.0,196.0,,69.0,12.0,,,12.0,,2.1,1628107.0,415166.0
202112,December 2021,202112,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,29517.0,1470.0,4202.0,,,336.0,226.0,352.0,899.0,145,84.0,178.0,,1.0,22.0,3.0,,272.0,381.0,154.0,98.0,382.0,2519.0,,,13.0,,592.0,1745.0,9.0,79.0,1.0,1.0,67.0,37.0,211.0,145.0,568.0,365.0,165.0,18.0,10.0,23.0,8.0,,8.0,,3.4,949104.0,230672.0
202112,December 2021,202112,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,32553.0,3220.0,6473.0,11.0,5.0,451.0,383.0,1127.0,1545.0,355,211.0,685.0,,26.0,15.0,129.0,,429.0,575.0,104.0,50.0,1380.0,4049.0,1.0,,30.0,,1692.0,4768.0,33.0,12.0,8.0,,105.0,4.0,87.0,31.0,757.0,185.0,487.0,5.0,97.0,,,,,,2.73,1053002.0,253335.0
202112,December 2021,202112,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,16981.0,1517.0,4465.0,2.0,,115.0,121.0,433.0,761.0,107,80.0,22.0,,3.0,1.0,57.0,,293.0,921.0,114.0,111.0,786.0,2828.0,1.0,,6.0,,633.0,2816.0,13.0,55.0,14.0,1.0,111.0,67.0,13.0,3.0,241.0,101.0,285.0,7.0,17.0,,,,,,,666860.0,165389.0
202112,December 2021,202112,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7923.0,289.0,648.0,2.0,,32.0,14.0,130.0,169.0,121,51.0,100.0,,,2.0,5.0,,87.0,101.0,13.0,9.0,235.0,376.0,,,1.0,,166.0,482.0,,1.0,,,10.0,,123.0,32.0,22.0,12.0,8.0,,7.0,,,,,,2.32,273697.0,64544.0
202112,December 2021,202112,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,66554.0,9169.0,15433.0,16.0,10.0,424.0,507.0,2371.0,2729.0,2019,1229.0,317.0,,60.0,33.0,635.0,,1982.0,3712.0,1385.0,1476.0,4459.0,8480.0,,,100.0,,2307.0,5744.0,103.0,179.0,63.0,33.0,461.0,153.0,288.0,135.0,1293.0,461.0,1120.0,3.0,64.0,17.0,1.0,,16.0,,2.23,2544742.0,753869.0
202112,December 2021,202112,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,18046.0,1365.0,7173.0,,,58.0,145.0,378.0,1106.0,299,174.0,9.0,,1.0,3.0,147.0,,331.0,1708.0,102.0,231.0,734.0,4235.0,,,58.0,,530.0,3731.0,4.0,6.0,10.0,9.0,185.0,42.0,52.0,6.0,192.0,36.0,203.0,2.0,3.0,,,,8.0,,1.7,793200.0,199333.0
