periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Estimated Number of Pregnant Women,FP Attendance New clients,FP Attendance Re-visits,MOH 711 Adolescent 10-14 yrs Receiving FP Services New clients,MOH 711 Adolescent 10-14 yrs Receiving FP Services Re-visits,MOH 711 Adolescent 15-19 Yrs Receiving FP Services New clients,MOH 711 Adolescent 15-19 Yrs Receiving FP Services Re-visits,MOH 711 Adolescent 20-24 Yrs Receiving FP Services New clients,MOH 711 Adolescent 20-24 Yrs Receiving FP Services Re-visits,MOH 711 Client receiving Male condoms New clients,MOH 711 Client receiving Male condoms Re-visits,MOH 711 Clients Counselled Natural Family Planning New clients,MOH 711 Clients Counselled Natural Family Planning Re-visits,MOH 711 Clients receiving Female Condoms New clients,MOH 711 Clients receiving Female Condoms Re-visits,MOH 711 Emergency contraceptive pill New clients,MOH 711 Emergency contraceptive pill Re-visits,MOH 711 Pills Combined oral contraceptive New clients,MOH 711 Pills Combined oral contraceptive Re-visits,MOH 711 Pills progestin only New clients,MOH 711 Pills progestin only Re-visits,MOH 711 Rev 2020_Adults 25+ receiving FP Services New clients,MOH 711 Rev 2020_Adults 25+ receiving FP Services Re-visits,MOH 711 Rev 2020_Clients given cycle beads New clients,MOH 711 Rev 2020_Clients given cycle beads Re-visits,MOH 711 Rev 2020_Clients receiving post abortion FP New clients,MOH 711 Rev 2020_Clients receiving post abortion FP Re-visits,MOH 711 Rev 2020_FP Injections DMPA- IM New clients,MOH 711 Rev 2020_FP Injections DMPA- IM Re-visits,MOH 711 Rev 2020_FP Injections DMPA- SC New clients,MOH 711 Rev 2020_FP Injections DMPA- SC Re-visits,MOH 711 Rev 2020_IUCD Insertion Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Hormonal Re-insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Re-insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Re-insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Re-insertion,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks New clients,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks Re-visits,MOH 711 Rev 2020_Post parturm FP within 48 Hours New clients,MOH 711 Rev 2020_Post parturm FP within 48 Hours Re-visits,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Ist Time Insertion,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Re-insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Ist Time Insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Re-insertion,Population Growth Rate,Total Population,Women of childbearing age (15–49yrs)
202407,July 2024,202407,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,35404.73,3570.0,8934.0,2.0,4.0,789.0,745.0,858.0,1858.0,655,624.0,916.0,196.0,206.0,214.0,126.0,16.0,374.0,571.0,84.0,48.0,1162.0,5159.0,,,26.0,1.0,1124.0,4186.0,290.0,852.0,2.0,,94.0,6.0,625.0,279.0,913.0,470.0,520.0,59.0,196.0,,1.0,,30.0,,2.0,1153282.04,238508.66
202407,July 2024,202407,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,5495.01,697.0,1211.0,,,46.0,36.0,188.0,162.0,55,32.0,29.0,,,,22.0,,124.0,206.0,54.0,65.0,225.0,663.0,,,,,306.0,784.0,,,1.0,,8.0,2.0,47.0,4.0,83.0,34.0,39.0,,,,,,,,,168570.58,38827.08
202407,July 2024,202407,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,26319.91,2582.0,12570.0,1.0,1.0,298.0,258.0,721.0,2212.0,148,231.0,489.0,19.0,84.0,22.0,107.0,156.0,644.0,846.0,248.0,190.0,958.0,9227.0,2.0,,34.0,,691.0,9021.0,,73.0,,4.0,76.0,32.0,539.0,205.0,929.0,545.0,644.0,7.0,740.0,,,,20.0,,2.3,1104490.73,254027.06
202407,July 2024,202407,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,51169.81,5677.0,6577.0,11.0,9.0,378.0,425.0,931.0,1350.0,2160,1051.0,108.0,35.0,14.0,4.0,275.0,28.0,467.0,608.0,262.0,148.0,1826.0,4044.0,,,27.0,,1370.0,3861.0,527.0,1219.0,16.0,5.0,106.0,34.0,541.0,352.0,520.0,407.0,223.0,,41.0,,,,6.0,,2.1,1761583.07,451624.95
202407,July 2024,202407,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,175918.65,14683.0,30270.0,9.0,2.0,7511.0,3729.0,3680.0,7755.0,1955,2825.0,3238.0,285.0,66.0,56.0,757.0,295.0,5660.0,5925.0,1658.0,2241.0,5940.0,19382.0,4.0,1.0,88.0,,3332.0,9993.0,2216.0,5310.0,142.0,30.0,953.0,372.0,2155.0,585.0,3164.0,1150.0,3006.0,96.0,376.0,,13.0,,48.0,,,5189384.65,1669162.55
202407,July 2024,202407,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,14865.62,1050.0,8414.0,9.0,1.0,138.0,240.0,500.0,1550.0,109,201.0,,,3.0,1.0,88.0,328.0,229.0,2121.0,288.0,573.0,723.0,6482.0,,,5.0,,337.0,4537.0,80.0,255.0,20.0,10.0,126.0,54.0,234.0,127.0,227.0,209.0,411.0,,12.0,,,,1.0,,,678809.67,180914.3
202407,July 2024,202407,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,43772.6,5427.0,9858.0,7.0,1.0,2551.0,2007.0,1141.0,2020.0,700,999.0,282.0,33.0,,,110.0,90.0,786.0,1311.0,195.0,154.0,1286.0,4600.0,,,6.0,,1381.0,4247.0,1093.0,1604.0,18.0,9.0,161.0,34.0,1237.0,192.0,1029.0,621.0,280.0,67.0,18.0,15.0,,,13.0,,,1459131.7,344068.08
202407,July 2024,202407,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,10532.78,739.0,4395.0,2.0,,153.0,182.0,283.0,854.0,122,80.0,157.0,33.0,,,29.0,9.0,132.0,231.0,58.0,96.0,271.0,3241.0,,,5.0,,403.0,3166.0,21.0,188.0,2.0,3.0,43.0,16.0,9.0,9.0,184.0,110.0,165.0,4.0,1.0,,,,1.0,,,388649.88,94448.05
202407,July 2024,202407,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,28386.56,2553.0,8471.0,7.0,,234.0,243.0,699.0,1486.0,490,252.0,654.0,20.0,11.0,32.0,381.0,41.0,447.0,434.0,289.0,244.0,1006.0,4412.0,,,11.0,,1046.0,5246.0,411.0,139.0,8.0,13.0,31.0,6.0,313.0,193.0,310.0,199.0,173.0,15.0,11.0,,,,17.0,,1.8,1013798.94,253317.12
202407,July 2024,202407,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,47547.91,1729.0,2421.0,1.0,1.0,148.0,146.0,499.0,1049.0,922,636.0,1356.0,126.0,15.0,3.0,62.0,149.0,242.0,165.0,82.0,173.0,583.0,933.0,42.0,6.0,18.0,3.0,540.0,1154.0,15.0,11.0,2.0,,21.0,22.0,136.0,168.0,336.0,79.0,243.0,144.0,370.0,109.0,,,,,,1138983.98,254850.31
202407,July 2024,202407,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,19187.42,1566.0,4566.0,6.0,,149.0,156.0,419.0,843.0,107,75.0,118.0,,,,36.0,5.0,237.0,660.0,198.0,195.0,711.0,3163.0,11.0,,11.0,,392.0,1947.0,159.0,478.0,4.0,7.0,53.0,18.0,396.0,136.0,259.0,176.0,284.0,,4.0,,,,1.0,,2.9,607193.0,145725.16
202407,July 2024,202407,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,37376.12,3844.0,16590.0,8.0,2.0,260.0,340.0,1184.0,3275.0,832,4681.0,172.0,113.0,2.0,,330.0,132.0,1025.0,1586.0,305.0,349.0,3203.0,7787.0,3.0,,2.0,,1553.0,10379.0,50.0,465.0,19.0,3.0,88.0,25.0,451.0,235.0,601.0,507.0,379.0,138.0,32.0,6.0,,,,,2.0,1597245.06,418366.08
202407,July 2024,202407,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,46603.33,1474.0,957.0,,,60.0,33.0,301.0,201.0,139,42.0,625.0,20.0,,,14.0,,216.0,164.0,160.0,131.0,665.0,409.0,7.0,,5.0,,394.0,757.0,,,1.0,,11.0,,95.0,30.0,46.0,9.0,53.0,66.0,125.0,,,,,,3.5,1383743.72,310689.88
202407,July 2024,202407,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,34764.99,1381.0,2558.0,6.0,7.0,185.0,132.0,348.0,489.0,83,19.0,149.0,,,,18.0,9.0,105.0,61.0,19.0,12.0,393.0,1053.0,,,,,407.0,947.0,46.0,73.0,8.0,,19.0,5.0,349.0,119.0,188.0,89.0,82.0,,6.0,1.0,,,7.0,,4.07,772567.84,165328.72
202407,July 2024,202407,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,55212.85,9530.0,13436.0,243.0,10.0,5130.0,2135.0,2766.0,3809.0,454,420.0,1066.0,187.0,112.0,56.0,266.0,18.0,446.0,354.0,196.0,171.0,1489.0,6263.0,4.0,1.0,19.0,1.0,1860.0,4534.0,656.0,1559.0,44.0,9.0,374.0,58.0,2574.0,1002.0,4341.0,1762.0,860.0,35.0,308.0,17.0,5.0,,28.0,,,1356613.59,320476.62
202407,July 2024,202407,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,72013.76,4945.0,19493.0,7.0,3.0,1284.0,1574.0,1466.0,4156.0,332,569.0,1273.0,57.0,26.0,20.0,151.0,208.0,709.0,1162.0,114.0,111.0,1945.0,12575.0,,,80.0,,926.0,7802.0,922.0,4511.0,87.0,8.0,178.0,47.0,943.0,502.0,2007.0,1468.0,1343.0,65.0,827.0,14.0,,,4.0,,2.93,2187001.41,525297.24
202407,July 2024,202407,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,43957.1,5276.0,12942.0,,,1367.0,1566.0,1509.0,2465.0,924,1150.0,872.0,608.0,5.0,4.0,731.0,139.0,1038.0,2275.0,263.0,268.0,1829.0,8278.0,,,43.0,10.0,1334.0,5006.0,397.0,1462.0,44.0,15.0,208.0,59.0,376.0,186.0,1356.0,788.0,380.0,30.0,13.0,41.0,,,6.0,,,1408848.31,411776.07
202407,July 2024,202407,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,31309.55,2160.0,6886.0,2.0,7.0,257.0,231.0,692.0,1407.0,73,108.0,220.0,137.0,,1.0,63.0,8.0,118.0,159.0,59.0,33.0,1777.0,2159.0,,,,,916.0,3459.0,355.0,876.0,11.0,8.0,23.0,1.0,258.0,131.0,570.0,410.0,61.0,18.0,1.0,2.0,,,7.0,,2.5,1015206.79,251805.99
202407,July 2024,202407,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,17177.93,841.0,6678.0,,,72.0,165.0,236.0,1246.0,42,83.0,11.0,,,,33.0,65.0,187.0,1044.0,189.0,274.0,428.0,4715.0,,,2.0,,284.0,2933.0,370.0,949.0,1.0,,48.0,40.0,102.0,71.0,285.0,207.0,320.0,,1.0,,,,2.0,,,687117.37,176074.08
202407,July 2024,202407,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,31232.33,3675.0,7477.0,4.0,8.0,400.0,574.0,856.0,986.0,202,100.0,122.0,,50.0,,93.0,8.0,364.0,348.0,168.0,161.0,1916.0,1742.0,,,5.0,5.0,1302.0,2767.0,109.0,232.0,,,72.0,19.0,277.0,247.0,576.0,462.0,182.0,42.0,2.0,,,,26.0,,2.9,1046432.1,265400.14
202407,July 2024,202407,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,25882.72,2969.0,6593.0,24.0,29.0,165.0,236.0,596.0,1163.0,268,110.0,87.0,13.0,,2.0,176.0,24.0,540.0,1769.0,451.0,485.0,1161.0,4708.0,2.0,,8.0,,541.0,2273.0,197.0,897.0,35.0,,80.0,54.0,335.0,171.0,319.0,206.0,353.0,6.0,128.0,,10.0,,2.0,,,1186054.59,281599.4
202407,July 2024,202407,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,43658.28,4464.0,7383.0,19.0,5.0,313.0,287.0,1241.0,1938.0,549,715.0,641.0,216.0,1.0,,263.0,189.0,378.0,537.0,471.0,319.0,2249.0,5286.0,,,45.0,10.0,1222.0,3458.0,525.0,1007.0,31.0,2.0,160.0,51.0,378.0,153.0,1017.0,358.0,407.0,25.0,111.0,,,,6.0,,,1311078.18,355829.21
202407,July 2024,202407,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,32368.44,3972.0,6429.0,,,2718.0,862.0,667.0,1204.0,73,104.0,414.0,10.0,3.0,,42.0,10.0,347.0,515.0,32.0,34.0,660.0,3593.0,2.0,,73.0,43.0,921.0,2788.0,250.0,171.0,11.0,,355.0,92.0,1123.0,384.0,1875.0,778.0,231.0,2.0,13.0,10.0,,,17.0,,2.33,1040829.8,252986.22
202407,July 2024,202407,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,37724.07,410.0,236.0,,,15.0,15.0,52.0,29.0,135,39.0,189.0,,2.0,2.0,,,110.0,70.0,70.0,41.0,136.0,68.0,3.0,,,,132.0,95.0,37.0,20.0,,,2.0,,97.0,11.0,46.0,8.0,56.0,,,,,,,,3.0,1104570.95,224648.79
202407,July 2024,202407,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13472.81,428.0,912.0,,,63.0,101.0,177.0,290.0,22,30.0,103.0,91.0,,,22.0,,69.0,119.0,85.0,56.0,252.0,591.0,,,,,170.0,386.0,80.0,306.0,1.0,,13.0,3.0,120.0,56.0,99.0,37.0,38.0,,2.0,,,,1.0,,,386139.02,88720.41
202407,July 2024,202407,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,72045.85,9337.0,15779.0,3.0,,472.0,896.0,2485.0,2910.0,2308,776.0,245.0,64.0,23.0,36.0,874.0,268.0,1677.0,3863.0,1396.0,1363.0,4755.0,9129.0,8.0,4.0,36.0,2.0,2243.0,5556.0,528.0,762.0,49.0,15.0,480.0,197.0,684.0,275.0,923.0,694.0,1135.0,31.0,93.0,23.0,,,11.0,,2.02,4756584.13,841967.46
202407,July 2024,202407,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,52301.9,3145.0,6601.0,16.0,,724.0,483.0,940.0,2158.0,152,193.0,309.0,24.0,1.0,1.0,105.0,135.0,214.0,275.0,53.0,35.0,1127.0,4222.0,,,10.0,4.0,1174.0,4134.0,297.0,997.0,12.0,22.0,46.0,61.0,527.0,202.0,944.0,454.0,276.0,9.0,44.0,3.0,,,1.0,,3.65,1388582.94,306504.44
202407,July 2024,202407,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,45645.72,7846.0,11476.0,55.0,15.0,4543.0,3141.0,1297.0,2315.0,425,276.0,1050.0,405.0,45.0,27.0,163.0,134.0,621.0,738.0,243.0,378.0,2175.0,5056.0,10.0,,23.0,,2302.0,5900.0,738.0,1667.0,258.0,14.0,203.0,34.0,2046.0,417.0,2089.0,468.0,542.0,103.0,437.0,124.0,7.0,,26.0,,3.3,1336205.84,317025.19
202407,July 2024,202407,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,42892.19,2969.0,9820.0,1.0,2.0,287.0,268.0,899.0,1977.0,304,549.0,1409.0,1043.0,1.0,,436.0,71.0,315.0,551.0,101.0,102.0,1683.0,6412.0,1.0,,21.0,,650.0,3935.0,569.0,2551.0,5.0,,169.0,27.0,329.0,204.0,716.0,534.0,526.0,10.0,104.0,,,,,,,1357349.61,369375.22
202407,July 2024,202407,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,25929.85,1218.0,3519.0,2.0,,126.0,95.0,451.0,694.0,463,349.0,233.0,13.0,3.0,3.0,229.0,85.0,152.0,171.0,67.0,47.0,635.0,2112.0,4.0,1.0,,,549.0,2263.0,4.0,69.0,6.0,,10.0,6.0,284.0,190.0,139.0,84.0,14.0,,17.0,10.0,,,1.0,,3.13,783360.33,178082.56
202407,July 2024,202407,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,37628.81,2713.0,11635.0,,2.0,300.0,322.0,810.0,1822.0,88,296.0,257.0,,7.0,4.0,91.0,24.0,267.0,662.0,111.0,123.0,909.0,7142.0,,,3.0,,1124.0,8187.0,35.0,150.0,2.0,,47.0,6.0,725.0,391.0,551.0,491.0,392.0,,108.0,27.0,,,4.0,,,1308239.42,323530.96
202407,July 2024,202407,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,46593.3,7194.0,13526.0,9.0,11.0,3099.0,3613.0,2416.0,2386.0,2899,12085.0,4471.0,410.0,19.0,21.0,86.0,36.0,1573.0,2736.0,292.0,266.0,2008.0,3830.0,4.0,,21.0,7.0,1636.0,5020.0,508.0,1190.0,98.0,5.0,220.0,27.0,1293.0,586.0,2187.0,654.0,995.0,76.0,336.0,93.0,1.0,,21.0,,2.1,1352270.73,340785.11
202407,July 2024,202407,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,20242.31,1544.0,4532.0,,1.0,679.0,222.0,468.0,866.0,464,200.0,612.0,323.0,2.0,,40.0,1.0,239.0,319.0,21.0,16.0,548.0,2997.0,,,58.0,,365.0,1749.0,212.0,763.0,25.0,7.0,48.0,11.0,454.0,263.0,421.0,391.0,228.0,18.0,283.0,14.0,,,7.0,,2.61,685133.95,162632.35
202407,July 2024,202407,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,18990.89,872.0,3637.0,1.0,,82.0,97.0,274.0,820.0,357,66.0,234.0,12.0,,,12.0,,33.0,63.0,22.0,7.0,355.0,2568.0,,,,,346.0,2230.0,310.0,511.0,9.0,6.0,18.0,5.0,4.0,3.0,314.0,204.0,53.0,,62.0,,,,9.0,,2.95,539489.01,127158.43
202407,July 2024,202407,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,68569.35,4600.0,13571.0,15.0,7.0,1498.0,1417.0,1216.0,3098.0,541,635.0,858.0,96.0,63.0,5.0,230.0,227.0,693.0,885.0,279.0,191.0,1576.0,7945.0,,,130.0,,1847.0,8139.0,297.0,464.0,22.0,,68.0,17.0,773.0,371.0,1288.0,740.0,965.0,16.0,429.0,38.0,1.0,,22.0,,3.2,1979348.05,456109.2
202407,July 2024,202407,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,40557.81,4544.0,10269.0,2.0,1.0,336.0,477.0,870.0,2435.0,388,251.0,1067.0,74.0,,1.0,45.0,5.0,327.0,461.0,171.0,120.0,1356.0,6761.0,1.0,,28.0,,1663.0,8264.0,35.0,94.0,17.0,3.0,41.0,4.0,344.0,163.0,484.0,226.0,635.0,49.0,227.0,35.0,,,5.0,,3.8,1046329.82,248178.08
202407,July 2024,202407,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7422.28,254.0,721.0,,,24.0,32.0,62.0,269.0,32,4.0,134.0,179.0,20.0,,7.0,11.0,15.0,22.0,17.0,12.0,109.0,789.0,,,3.0,,146.0,462.0,41.0,214.0,1.0,,4.0,2.0,76.0,46.0,98.0,46.0,31.0,33.0,26.0,,,,,,2.32,296179.23,67863.42
202407,July 2024,202407,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,24026.65,4020.0,9512.0,12.0,5.0,1247.0,1272.0,693.0,2058.0,273,598.0,911.0,26.0,11.0,,235.0,141.0,386.0,815.0,214.0,194.0,1182.0,5676.0,,,22.0,,788.0,4296.0,737.0,2483.0,13.0,,92.0,5.0,816.0,239.0,561.0,271.0,857.0,,326.0,2.0,,,6.0,,2.1,706664.78,177409.73
202407,July 2024,202407,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,18295.99,1578.0,4439.0,,,113.0,75.0,451.0,885.0,245,755.0,29.0,,2.0,,83.0,15.0,392.0,545.0,300.0,292.0,924.0,3176.0,,,1.0,,492.0,2562.0,24.0,4.0,67.0,27.0,132.0,30.0,214.0,55.0,307.0,120.0,365.0,27.0,21.0,,,,,,,718477.05,178517.75
202407,July 2024,202407,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,28567.05,708.0,293.0,1.0,,37.0,11.0,69.0,57.0,669,20.0,577.0,8.0,,7.0,47.0,,130.0,14.0,50.0,11.0,179.0,155.0,,,,,111.0,89.0,51.0,22.0,,,3.0,,64.0,11.0,35.0,13.0,2.0,,27.0,,,,,,2.2,889176.44,184527.17
202407,July 2024,202407,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,61264.39,5009.0,17849.0,13.0,,1544.0,1380.0,1099.0,3074.0,1391,207.0,588.0,116.0,7.0,2.0,85.0,6.0,510.0,1519.0,227.0,219.0,1378.0,9025.0,1.0,,58.0,,1823.0,7849.0,370.0,968.0,22.0,,115.0,27.0,1056.0,476.0,973.0,509.0,903.0,164.0,68.0,45.0,,,8.0,,3.3,1730628.49,426160.37
202407,July 2024,202407,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,17895.9,363.0,716.0,,,65.0,18.0,93.0,155.0,25,,75.0,,,,7.0,,64.0,62.0,17.0,9.0,229.0,438.0,,,2.0,,299.0,659.0,5.0,4.0,,,3.0,2.0,77.0,18.0,49.0,9.0,17.0,,3.0,,,,,,,540680.27,118181.9
202407,July 2024,202407,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,78676.96,9167.0,23102.0,10.0,4.0,3304.0,1928.0,2314.0,5173.0,1108,1094.0,1602.0,96.0,44.0,935.0,680.0,106.0,1429.0,3561.0,504.0,615.0,3157.0,14512.0,22.0,,17.0,,1884.0,10735.0,709.0,2508.0,101.0,25.0,331.0,151.0,1781.0,420.0,1859.0,1721.0,959.0,79.0,66.0,58.0,1.0,,8.0,,2.9,2480137.33,651943.27
202407,July 2024,202407,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,19362.9,1675.0,6961.0,,,96.0,75.0,503.0,845.0,215,178.0,29.0,,1.0,5.0,237.0,103.0,376.0,1468.0,235.0,357.0,1112.0,4804.0,,,17.0,,383.0,1661.0,176.0,1292.0,39.0,4.0,107.0,75.0,201.0,111.0,277.0,197.0,264.0,17.0,13.0,38.0,,,7.0,,,849272.42,213275.72
201406,June 2014,201406,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,33980.0,1684.0,3495.0,,,,,,,175,133.0,,,,,,,154.0,327.0,31.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,912030.0,249162.0
201406,June 2014,201406,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,29180.0,232.0,261.0,,,,,,,380,296.0,,,,,,,30.0,30.0,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,744829.0,141585.0
201406,June 2014,201406,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,64744.0,4188.0,7341.0,,,,,,,1135,880.0,3.0,1.0,,,,,320.0,434.0,107.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,1609749.0,366967.0
201406,June 2014,201406,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,41000.0,4362.0,5375.0,,,,,,,1015,1594.0,1.0,,,,,,279.0,420.0,142.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1066574.0,258146.0
201406,June 2014,201406,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,12362.0,770.0,2923.0,,,,,,,351,366.0,5.0,,,,,,162.0,780.0,88.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,280147.0,68426.0
201406,June 2014,201406,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,51967.0,7111.0,13137.0,,,,,,,739,1172.0,37.0,10.0,,,,,1263.0,2953.0,767.0,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1759754.0,486575.0
201406,June 2014,201406,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,30641.0,1756.0,4342.0,,,,,,,413,417.0,5.0,,,,,,301.0,633.0,75.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,844470.0,201365.0
201406,June 2014,201406,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,30521.0,2238.0,3959.0,,,,,,,6253,564.0,28.0,19.0,,,,,427.0,773.0,181.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,700809.0,174354.0
201406,June 2014,201406,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7044.0,323.0,563.0,,,,,,,196,469.0,,,,,,,29.0,106.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,183440.0,44026.0
201406,June 2014,201406,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,18424.0,1059.0,2353.0,,,,,,,1233,1227.0,7.0,,,,,,104.0,269.0,12.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,426393.0,103238.0
201406,June 2014,201406,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,68016.0,5953.0,10001.0,,,,,,,1442,836.0,35.0,14.0,,,,,588.0,942.0,181.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,1882092.0,445067.0
201406,June 2014,201406,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,41685.0,1135.0,2126.0,,,,,,,1435,993.0,,10.0,,,,,120.0,188.0,90.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,1054892.0,234089.0
201406,June 2014,201406,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,13963.0,588.0,3821.0,,,,,,,197,257.0,1.0,6.0,,,,,75.0,569.0,54.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,310244.0,76923.0
201406,June 2014,201406,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,45938.0,3586.0,6346.0,,,,,,,656,581.0,12.0,4.0,,,,,318.0,524.0,98.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,1127148.0,260514.0
201406,June 2014,201406,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,31836.0,2459.0,7865.0,,,,,,,518,362.0,3.0,10.0,,,,,241.0,711.0,84.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2129.17,977553.0,225985.0
201406,June 2014,201406,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,36285.0,193.0,175.0,,,,,,,172,123.0,,,,,,,25.0,26.0,44.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98,1245591.0,299941.0
